"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"32PT7WK7DM2TKOQ8252QXFBBVNOD3R","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:23 PDT 2018","","","37ZHEEHM6X9GPZNS1U46M6X0MYW37W","A4TH0P4UFF7I7","Approved","Tue Jul 10 09:48:17 PDT 2018","Tue Jul 10 10:02:30 PDT 2018","Fri Jul 13 10:02:30 PDT 2018","Thu Jul 12 20:30:01 PDT 2018","","","853","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cw.fullepisodes.android-screens/screenshot_5.png","this is a screen to select settings for a certain app","At the top there is a back arrow that will take you to the previous screen","There are a few tabs at the top that will take you to different panes within this page","There are a few options at under the pane in which you can select certain actions","There is a persistent navigation bar at the bottom for the OS","",""
"3O4VWC1GEWT6NAQ0C1O10D6O07L3JV","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:31 PDT 2018","","","31HQ4X3T3TXJO1X9V36HDJND9SQSL0","A3MSQQQSEH6ATV","Approved","Mon Jul 09 20:00:01 PDT 2018","Mon Jul 09 20:03:35 PDT 2018","Thu Jul 12 20:03:35 PDT 2018","Thu Jul 12 10:57:45 PDT 2018","","","214","100% (2/2)","100% (2/2)","100% (2/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.k3games.ambulancedoctor.free-screens/screenshot_1.png","The screen prominently displays the title of the game and an image that represents it as an entry way into the game itself.","The play button to begin interacting with this app is located prominently in the center of the screen.","Functionality for parental control is obvious, yet modestly displayed at the top left hand corner of the screen.","The symbol that universally communicates volume control is accessible at the top right hand of the screen.","The icons for rating and sharing do not overpower the overall concept of the screen layout and are located accessibly at the bottom left hand corner of the screen.","",""
"33KGGVH24U4B8RHA61PJ3TZ6DLM1XP","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:10 PDT 2018","","","3FK0YFF9P032CYQ732DSBF5MZTGVVJ","A22Y27CKGBT89O","Approved","Mon Jul 09 15:29:43 PDT 2018","Mon Jul 09 15:32:03 PDT 2018","Thu Jul 12 15:32:03 PDT 2018","Thu Jul 12 10:32:14 PDT 2018","","","140","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.amolatina-screens/screenshot_1.png","This screen displays terms of service for a user to read","At the top left is a button to go back.","At the top center is a display title of the page.","The center of the page displays a large window of text to scroll through and read about terms of service.","","x",""
"3CO05SML7VSR46AG1JFR06U87CV0RP","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:31 PDT 2018","","","3CN4LGXD5YBKMF2XOHZP9O934ROY4O","A3SLQJK8K26F70","Approved","Mon Jul 09 19:37:35 PDT 2018","Mon Jul 09 19:40:25 PDT 2018","Thu Jul 12 19:40:25 PDT 2018","Thu Jul 12 10:57:44 PDT 2018","","","170","55% (6/11)","55% (6/11)","55% (6/11)","http://173.255.245.197:8080/GEMMA-CP/Clarity/me.nextplus.smsfreetext.phonecalls-screens/screenshot_4.png","The screen shows a sign up page displayi an error.","Top left corner is a back button to return to previous screen.","Below back button along upper part of screen is the error message notifying of no internet connection","In vicinity of upper left part of screen is text field to enter first name.","In left-akigned center of screen is option to accept terms of use.","",""
"3RHLQY6EDTRE2K9C2J797K3H9NKD4C","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:23 PDT 2018","","","31UV0MXWNRZGSYRSY4WWSSLTE9PI5L","A4TH0P4UFF7I7","Approved","Tue Jul 10 09:04:01 PDT 2018","Tue Jul 10 09:18:51 PDT 2018","Fri Jul 13 09:18:51 PDT 2018","Thu Jul 12 20:29:58 PDT 2018","","","890","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ethiopian.arada-screens/screenshot_3.png","This is a setting screen to select different preferences","There is a back arrow at the top to return to the previos screen","There is a blue title bar that is stagnant","There are several options listed in blocks","There is a persistant navigation bar at the bottom","",""
"39AYGO6AFF713J43A1ER0NZPJIRN6O","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:10 PDT 2018","","","3NOKK93PR2V48CIZDMZ8B7TEZ3CEES","A22Y27CKGBT89O","Approved","Mon Jul 09 15:40:36 PDT 2018","Mon Jul 09 15:43:08 PDT 2018","Thu Jul 12 15:43:08 PDT 2018","Thu Jul 12 10:32:16 PDT 2018","","","152","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fashiongeek.mehndidesigns2016-screens/screenshot_3.png","This screen displays various recommended apps, with descriptions and buttons to install.","At the top left is a button to go back within the active app.","The top half of the screen displays a recommended app, title, icon, information, share and install buttons.","The bottom half of the app displays various app recommendations as buttons to select and access.","The bottom center of this screen is an advertisement banner.","x",""
"3X7837UUADL5KTDIV3MZ7GI8AYNJ6H","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:38 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:38 PDT 2018","","","32SVAV9L3GWY81LQ8XGQWXZQN6YA3Q","A30GC46VOB82C3","Approved","Tue Jul 10 12:46:57 PDT 2018","Tue Jul 10 12:49:58 PDT 2018","Fri Jul 13 12:49:58 PDT 2018","Thu Jul 12 20:30:09 PDT 2018","","","181","98% (58/59)","98% (58/59)","98% (58/59)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.k3games.jungleanimalsalon.free-screens/screenshot_1.png","The screen allows the user to access the game.","In the center left of the game there is the playnow button to allow the user to play the game.","In the bottom right of the screen, there is a setting button to access the settings of the game.","In the bottom center of the screen, there is a free gems button to obtain free gems for the game.","In the bottom center of the screen, to the left of the free gems button, there is a controller button that allows access to a controller for the game.","",""
"3PKVGQTFIH7O11619RQ0SYOSJP9RYG","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:10 PDT 2018","","","32EYX73OY1WA6CKQPSYDEWE00OEUR0","ATZFCT6U9NL9V","Approved","Tue Jul 10 13:44:46 PDT 2018","Tue Jul 10 14:14:22 PDT 2018","Fri Jul 13 14:14:22 PDT 2018","Fri Jul 13 09:25:14 PDT 2018","","","1776","96% (26/27)","94% (15/16)","94% (15/16)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lufthansa.android.lufthansa-screens/screenshot_1.png","This screen is for checking the status of flights.","The house icon in the top right will take you back to the app's home page.","The right arrow on each of the flights will give more information about the flight","The left arrow in the top left will go back to the previous screen.",".","",""
"3S37Y8CWI8NDBQ93JECZZ8S2G3Q4WC","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:13 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:13 PDT 2018","","","3R6P78PK7LY4H9WN9CERAWERFV9GT0","A1USYYS8TPQ31A","Approved","Mon Jul 09 23:20:53 PDT 2018","Mon Jul 09 23:26:25 PDT 2018","Thu Jul 12 23:26:25 PDT 2018","Thu Jul 12 10:57:49 PDT 2018","","","332","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cvs.launchers.cvs-screens/screenshot_4.png","The screen shows an interface where the user can find the location of a store. It is overlaid with a warning message prompting the user to provide location details.","In the middle center there is an error message with an OK button to dismiss.","Behind the message, to the top is a disabled button for the user to select location detection. Beneath the button is a text input field for City, and a selection box for State.","Behind the message, below the City and State controls are text input fields for ZIP Code and Store Number","Hidden behind the error message, located middle center, are further disabled user controls.","",""
"337F8MIIMZ0K308IQ7JESDJYFYB046","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:23 PDT 2018","","","3AWETUDC93FEZCBH5S3CHWSPHPFZIT","AWW6HLOIYSZC8","Approved","Fri Jul 13 07:01:21 PDT 2018","Fri Jul 13 07:09:28 PDT 2018","Mon Jul 16 07:09:28 PDT 2018","Fri Jul 13 12:09:47 PDT 2018","","","487","100% (8/8)","100% (8/8)","100% (8/8)","http://173.255.245.197:8080/GEMMA-CP/Clarity/app.staples-screens/screenshot_1.png","This screen allows the user to checkout a guest by having the user enter their shipping information.","There is a button at the top right of the screen to sign in.","The screen provides various text boxes for the user to fill out with their shipping address.","At the bottom left is a button with a slider that the user can use to state whether their shipping and billing address are the same or different.","In the top left there is a back button to return the user to the previous screen.","",""
"3XD2A6FGFNHL1FY6G4YPJR0XWI7S9G","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:13 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:13 PDT 2018","","","3FQ5JJ512MBBOINM27DUZP0SXXLNKW","A2DSQT79EPX7MY","Approved","Tue Jul 10 06:41:47 PDT 2018","Tue Jul 10 06:44:29 PDT 2018","Fri Jul 13 06:44:29 PDT 2018","Thu Jul 12 20:29:53 PDT 2018","","","162","100% (8/8)","100% (8/8)","100% (8/8)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ncaa.finalfourmens-screens/screenshot_5.png","A pop up showing the user the status of the download.",".",".",".",".","",""
"3Y40HMYLL15RHO888PZ3EV43OIJXUK","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:23 PDT 2018","","","3N1FSUEFL6NHO476SLCBW3Z2M2E4DG","A22Y27CKGBT89O","Approved","Mon Jul 09 15:16:54 PDT 2018","Mon Jul 09 15:19:48 PDT 2018","Thu Jul 12 15:19:48 PDT 2018","Thu Jul 12 10:32:13 PDT 2018","","","174","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/org.contentarcade.apps.southerenrecipes-screens/screenshot_1.png","This screen allows a user to select recipes containing specific ingredients.","On the left are buttons to select specific ingredients, Vegetable and Fruit, Bread, and Nuts.","At the bottom right is a button to cancel and go back a page.","The page behind the active prompt displays recipes sorted by user preferences.","On the page behind the active prompt, at the top left is a Menu button to access more options within the app.","x",""
"3VJ4PFXFJ3UFLB0FXF7PUNT5NXBAUU","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:31 PDT 2018","","","3KV0LJBBH38RT4FHGQ7RNMX6NZ5RMT","A2DSQT79EPX7MY","Approved","Tue Jul 10 06:44:29 PDT 2018","Tue Jul 10 06:47:04 PDT 2018","Fri Jul 13 06:47:04 PDT 2018","Thu Jul 12 20:29:53 PDT 2018","","","155","100% (8/8)","100% (8/8)","100% (8/8)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lge.tv.remoteapps-screens/screenshot_2.png","A screen showing the user options for their LG TV.","Button on the top left that allows the user to search.","Button on the top right that allows the user to refresh the screen.","Buttons underneath 'mini home' allows user to cycle between pages","Button on the bottom of the screen allows the user to make a selection.","",""
"3WKGUBL7SZ9X0WX4F05XQXBMIWM4LJ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:10 PDT 2018","","","3NVC2EB65RMZ4JJTO3U6ZJHXQXWY3J","A30GC46VOB82C3","Approved","Tue Jul 10 12:17:37 PDT 2018","Tue Jul 10 12:44:53 PDT 2018","Fri Jul 13 12:44:53 PDT 2018","Thu Jul 12 20:30:09 PDT 2018","","","1636","98% (58/59)","98% (58/59)","98% (58/59)","http://173.255.245.197:8080/GEMMA-CP/Clarity/tr.com.alyaka.alper.professionalbanjo-screens/screenshot_1.png","This screen allows the person to play the piano game.","I the top right of the screen, the user may click the arrow to move away from the game.","In the center of the screen, there are buttons to press that will make sounds","In the bottom right of the screen, there is an option to turn sound on and off","","",""
"3PN6H8C9R4DT49PTBKH0KNPH1XGADK","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:24 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:24 PDT 2018","","","3ZGVPD4G6U448QRSZ42GV3UXQJ1ZT2","A1CY01G7686ORZ","Approved","Mon Jul 09 14:56:41 PDT 2018","Mon Jul 09 14:59:54 PDT 2018","Thu Jul 12 14:59:54 PDT 2018","Thu Jul 12 10:32:11 PDT 2018","","","193","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.popular.android.mibanco-screens/screenshot_4.png","A screen to choose which language you want the app to function in.","The top left has a white arrow to return to the previous screen once you've made your choice.","Below the words Choose Language, there are two radio buttons, one you can choose English.","Below the words choose Language, there are two radio buttons, one you can choose Espanol.",".","",""
"375VSR8FVWWO6RG65DSJ65XUPJDRZ7","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:10 PDT 2018","","","3L2IS5HSFB5PRESYWLHW5C9QZJLNUL","A3TUJHF9LW3M8N","Approved","Mon Jul 09 14:05:32 PDT 2018","Mon Jul 09 14:09:02 PDT 2018","Thu Jul 12 14:09:02 PDT 2018","Thu Jul 12 10:32:06 PDT 2018","","","210","100% (13/13)","100% (5/5)","100% (5/5)","http://173.255.245.197:8080/GEMMA-CP/Clarity/poster.maker.designer.scopic-screens/screenshot_4.png","Application that allows users to desing posters","In the lower middle of the screen there is a button 'Create' which allows users to create their own posters","In the lower middle of the screen there is a button 'CONTINUE' which allows users to continue on once they have started","In the lower middle of the screen there is a button 'GALLERY' which allows to view the gallery","In the bottom of the screen there is a button 'MORE APPS' which allows users to view more apps","",""
"3UUIU9GZC5S3FS992EQYHGRHC52T5F","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:24 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 10:57:39 PDT 2018","","","30LB5CDZNDX3SHU112E6BSSTV2CZ0Q","A1FSCSVDTAWL0P","Submitted","Fri Jul 13 12:55:47 PDT 2018","Fri Jul 13 13:00:28 PDT 2018","Mon Jul 16 13:00:28 PDT 2018","","","","281","0% (0/1)","0% (0/1)","0% (0/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/tv.picpac-screens/screenshot_6.png","Pop-up screen asking the user to either remove all pictures or just the selected pictures.","A fullscreen showing a list of pictures the user posseses to perform many tasks with.","A pop-up screen in the center of the display with an Information icon and blue letters detailing to remove pictures.","Under the main title, on the pop-up screen, there is a warning telling the user that what they do choose will be unrecoverable.","There are two button in the center pop-up screen. On one side it asks only the selected pictures to be removed. The other, right-hand side asks the unselected.","",""
"3UUIU9GZC5S3FS992EQYHGRHC52T5F","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:24 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 10:57:39 PDT 2018","","","3OVHNO1VE7OXR1VVDE21QZCBN5SDZS","A22Y27CKGBT89O","Rejected","Tue Jul 10 16:41:07 PDT 2018","Tue Jul 10 16:43:25 PDT 2018","Fri Jul 13 16:43:25 PDT 2018","","Fri Jul 13 10:57:38 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","138","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/tv.picpac-screens/screenshot_6.png","This is a notification popup confirming a user intent to remove photos.","A popup notification is located in the center of the frame.","The notification alerts a user this intended action cannot be undone, and confirms which photos should be removed.","Two options are listed as buttons at the bottom of the frame, next to eachother.","The button on the left is to 'Remove Selected'. The button on the right is to 'Remove Unselected.'","x",""
"3FULMHZ7OUKH6EFPFC6CQAQBI1C4ML","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:10 PDT 2018","","","3VAR3R6G1QO9B2LXUXG4O9R6S2CO8Z","A1DWMYWNC3QCFM","Approved","Mon Jul 09 14:49:41 PDT 2018","Mon Jul 09 14:51:12 PDT 2018","Thu Jul 12 14:51:12 PDT 2018","Thu Jul 12 10:32:10 PDT 2018","","","91","100% (2/2)","100% (2/2)","100% (2/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.amour.chicme-screens/screenshot_6.png","Screen allows user to purchase clothing item","Screen shows user a picture of the item in the center","button on the bottom right allows user to purchase the item","button next to the 'buy' button on the bottom right allows user to add the item to the cart","Price is shown to the user on the bottom left.","",""
"3MDKGGG61QAZYW9N7X039M5H80DT6V","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:24 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:24 PDT 2018","","","3NXNZ5RS1BK241C8I35GDJ0MMJM79J","A319PX0FSVA27A","Approved","Mon Jul 09 14:55:54 PDT 2018","Mon Jul 09 14:59:31 PDT 2018","Thu Jul 12 14:59:31 PDT 2018","Thu Jul 12 10:32:11 PDT 2018","","","217","100% (2/2)","100% (2/2)","100% (2/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.piksoft.turboscan.free-screens/screenshot_2.png","This screen allows the user to view a scan, copy, or image of a document.","In the center of the screen, there is a image of of the document to view and read.","At the top left of the screen, there is an arrow button to return to the previous screen.","At the top of the screen, right of the arrow button, there is a display of the document title and location of the displayed page within the document for the user to reference.","At the top right of the screen, there is a button to rotate the image.","",""
"3APP19WN711VTRNHNX1WA3QSI666G0","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:31 PDT 2018","","","3VFJCI1K40MR1UJV5N9WAHD9REQGR9","A22Y27CKGBT89O","Approved","Tue Jul 10 09:23:08 PDT 2018","Tue Jul 10 09:26:20 PDT 2018","Fri Jul 13 09:26:20 PDT 2018","Thu Jul 12 20:29:58 PDT 2018","","","192","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ellation.vrv-screens/screenshot_4.png","This is a login screen for VRV.","At the top left of the screen is a back button.","In the center of the frame are text fields. The first is to enter an email address, the second is for a password.","To the right of each field is a contextual button. Across the email field is a mail icon. Across from password field is a 'show password' button. Below each field to the right is a 'forgot password' text button.","Below the text fields in the center is a large Sign In button. Below this button is a link to Create Account.","x",""
"33NOQL7T9OMIOM1A64MJFO2PZRPZ83","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:13 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:13 PDT 2018","","","3BF51CHDTWXH1WU7VG8ZBLONXO70HX","A2ZZB9FPELD4J4","Approved","Tue Jul 10 09:41:06 PDT 2018","Tue Jul 10 09:43:27 PDT 2018","Fri Jul 13 09:43:27 PDT 2018","Thu Jul 12 20:30:00 PDT 2018","","","141","33% (13/39)","33% (13/39)","33% (13/39)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.anbu.ringtonemaker-screens/screenshot_6.png","This is the contents page on a phone for different ringtones","Top left is the title of the page","Top right is a search engine.","Top far right is a symbol to turn on microphone","Top below the contents bar is your different choices of ringtones","",""
"31YWE12TE0ZPJDWCVH6S43QJG7M7XS","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:24 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:24 PDT 2018","","","39ZSFO5CA9JT8O1DHNP4C5S9Q0PUJZ","A22Y27CKGBT89O","Approved","Mon Jul 09 18:37:33 PDT 2018","Mon Jul 09 18:42:05 PDT 2018","Thu Jul 12 18:42:05 PDT 2018","Thu Jul 12 10:57:41 PDT 2018","","","272","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lockscreenapp.keypadlockscreen-screens/screenshot_4.png","This screen is a customizable date display generator with various design options.","In the center of the screen is a popup window with various design elements to select from.","From top down the display window offers color, sizing, and format options.","Lower in the display frame is a preview image of the user's selections.","The bottom of the frame has a button to finish customization and continue.","x",""
"3MA5N0ATTCYYPSY646ZF6PHYDPFKWH","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:13 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:13 PDT 2018","","","3NPFYT4IZDRBYQ57EMFOZZZXSQOXGP","A2ECRNQ3X5LEXD","Approved","Mon Jul 09 18:36:42 PDT 2018","Mon Jul 09 19:29:05 PDT 2018","Thu Jul 12 19:29:05 PDT 2018","Thu Jul 12 10:57:43 PDT 2018","","","3143","89% (17/19)","89% (17/19)","89% (17/19)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.shapr-screens/screenshot_2.png","The screen allows the user to reset their password.","The line in the center allows the user to enter their email  address.","On the bottom right center there  is a button for the users to hit reset.","On the bottom left center there is a button for the user to cancel.","x","",""
