Laws section of an app gives details as to what number covers what subject,numbers 1 2 and 3 cover Never outshine your master. Never put too much trust in friends learn how to use enemies, and conceal your intentions,numbers 4 5 6 cover always saty less than necasarry so much depends on your reputation defend it with your life, court attention at all costs,789 cover get other to cover for you but take all the credit, make others come to you use bait if nescassary and win thorugh actions never argument,action avoind unhappy and unlucky white background with red acents,
This screen is a page of a game.,This screen is a display of exit full screen page,At the top center a label is displayed known as swipe down to exit full screen,Below the label there is a link button which is called as ok,At the top right there is a display of some country's flag,
screen shows new task,in top left corner there is a back option where user can go to previous,in top right corner there is a tick option where user can finish task,below the back option there is a text field where user can enter task,below the task text field there is date option where user can select date,
Camera application that lets you do something with your pictures,Pick from camera button lets you pick photos from your pictures to use in app,Gallery button shows photos you have changed with the app,Pony camera is not a button and is the name of the app,There are only 2 buttons,
This screen allows user to enter the redeem code to redeem the points.,A tool tip is given in the text field to the user to identify where to enter the code.,below the 'redeem your code' text,given an email adress of the user.,screen provided a link to the user to check the terms & conditions below the text field.,The redeem button is given at bottom right hand corner to redeem the points.,
This screen is a page of some application related to dna,At the top center a label is displayed which is the name of the application,Below the application name there is another label displayed,In the middle there is a pie graph diagram which is displayed,Below the pie graph there are two link buttons namely activate kit and purchase kit,
This screen allows access to a collection of apartment decoration images.,In the center of the screen, there is a link to share images with a developer.,Below the link are left and right arrows used to navigate the collectin.,Above the sharing link are three menu options to search around the site more broadly and access larger collections of images.,At the bottom of the screen is a link to Google Play's QQAPPS.,
current running app is 'instafake',Main screen is for edit name.,at center bottom there is one button of new message,on top left there is camera button,on top right most part there is post button,
The screen allows user to add and rename their room application.,The top left corner arrow icon allows user to navigate to previous page.,The text next to arrow button at top displays the title of application to user.,Below title, there is field to edit room name of user.,at the bottom of the screen, there is a button enable user to create new room.,
This screen represent the set as wallpaper page,The center of the screen is merry christmas happy newyear is available,The center of the screen is women image is visible,The bottom of the left corner is information and message settings is available,The bottom of the right corner is share and next option is available,
Screen shows the log in page of  find my purchase where user pay for there purchase things,In the top right corner, have a share button where user can share to others through whats app, Facebook, etc.,Below the share button, have a menu option where user can view option with drop button,In the center of the screen is a text field where the user inputs their member id, email, user name, card number.,in the bottom of the screen, there is a find my purchase button where user find there purchase thing,
main screen of social application,in the top of screen there is title of the app is que contactos,in the center of screen there is heading of the screen is MEET NEW PEOPLE below it there is thousand of people are waiting for you,below it there is logo of several people connecting to each othre,below it there is option for continue i want to meet people,
The home page of app AppartmentFinder with a small window of Sort is shown in the screen,The center of the page is showing a small window open. the window has five choices under the menu sort,The main page has title bar with filter icon, links to Filters, save and search options,the bottom of the page has three button in a row, Best values, Top deals and Specials,the right middle of the page has three buttons in a column,
Screen where the user can view a scrolling list of recipes for them to share, like, or use for cooking.,In the center of the screen, there is a scrolling list of recipes in two columns,For each recipe, there are buttons under the recipe’s name to like, share, and see how to make the food described by the recipe.,In the top right hand corner, there is a search button that the user can click to begin searching for recipes.,In the top left hand corner, there is a button that the user can click to take them to the previous screen.,
This screen allows user to login to the facebook to connect to fun for mobile application. Then after login user can use fun for mobile application.,User can input  the facebook username and password to login.,User can create new account if user is new to facebook.,User can cancel the login by click on not now.,After login user can use fun for mobile application.,
An app screen for a writing application with the WriterPlus app.,There is a list view to the left welcoming you to the app, with a settings button to the right.,This opens a view to let you move, rename, delete, share, and view details for each writing note that you make.,At the top of the screen are four buttons: these include a search bar, folder view, statistics view, and more settings.,At the bottom right is a plus button that adds a new writing note to the list view.,
This app screen appears to be the ikeyboard enabling selction of the language and input submenu of a cell phone,The center of the screen is dominated by a graphic overly of the permissions for ikeyboard indicating that personal information will never be collected along with a Glad To Hear It promt in the lower right corner of the graphic,The background of the app shows the keyboard and input methods for the cell phone and include a vertical menu of various keyboard options in text form and greyed out as the ikeyboard icon is overlaying them,The top of the app screen includes the title Language and Input along with a back arrow button, there is no information or additional functionality at the botton of the app screen,The very top of the screen features typcial cell phone icons in white over a black background,
Notifies the user of an error (User ID should be a number),text box in middle tells what the error is,ok button in middle allows user to acknolwedge the error and try again,background is a screen to select a printer to print from,top bar of the popup in middle of screen tells that it indicates an error,
add contraction records at the bottom,exit the screen by clicking the x in the top right,display contraction records in the middle,,,
This screen is a display of creating flashcard page of some application,At the top left corner there is an arrow mark symbol which can be clicked to go back to the previous page,Next to the arrow mark at the top left corner there is a label displayed known as create flashcard set,At the top right corner of the screen there is a link button which can be clicked once you enter all the details,At the middle of the screen a pop up is displayed with a label and with two link buttons namely cancel and save,
This app screen is dominated by a light purple box with a smaller dark purple box in the center overlaing a white background with no information on the purose or functionality of this app,The top of the app screen features a tie dyed purple banner with selctions for 'back' and 'Inspiration' in white,There are no buttons or information in the center of the app screen,There are no buttons or information in the bottom of the app screen,There are no buttons or information in the background of the app screen,
Log in page of Swagbucks is shown in the screen,In the center of the page there are fields for the user to enter Email and password of user,Below the fields there is Sign up button,there is a text block below the Sign up button about Terms and Privacy policy of Swagbucks,Sign in button is placed below the text block,
This screen displays the settings for a pregnancy tracking application.,There is a back button and heading text view in the top left hand corner of the screen.,There is a series of three text fields for entering the information about a baby at the top of the screen under the back button and heading text.,There is a text view indicating settings for notifications in the middle of the screen.,There is a switch for enabling or disabling alarms on the middle right of the screen underneath the text view that displays notification information.,
This screen displays the country selection page some application,At the top center a label is displayed known as remitly,At the top right corner there is a link button which can be used to call,At the middle of the screen there is a pop up displayed,The pop up is displayed with countries names. You can choose your desired option,
screen shows video road app option,on the top left there is a heading video road,on the top right corner there is a menu option,on the top left there is a video file of the app name track 1,on the bottom there is a record new track option,
Screen showing a large photo with controls,the center of the page has a large photograph of interior of a building,the top left corner has a settings button,the bottom left shows a timer,three other buttons are placed at the bottom of the page,
Screen shows the profile details where user have 3 steps to fill it,In the center of the screen, there is birthday text field where user fill their birth date,Below that text field, their is height details text field where user can fill their height in feet/inches with drop down button,In the left bottom of the page, there is back option where user can back to the previous page,In the right bottom of the page, there is next button that the user can click to take them to the next Screen,
This is a search engine taking user input and feeding the results back to the user, in the way of apps and links.,The top entry bar takes user input, either through a mic as indicated on the right or by keyboard entry.,Beneath this entry bar the results of the search are display back to the user in the form of thumbnails.,There are three thumbnails per row of results and they show the star rating, and the price.,Each thumbnail has underneath it, and on the right, three vertical dots which allows the user more options or more information about the result.,
This screen enables user to sign in to application,Middle of the screen shows the name of the application,Below the middle are dialog boxes showing a cup and yes,Bottom of the screen shows a green, join us button.,Also bottom of the screen is a sign in bottom for existing users,
This screen is a remote control app that has full function of a television or stero remote control.,Top center red button is the power on/off button.  Directly under this is a green menu button.  You'd click this button to access the TV/stereo menus.  To the right of the menu button is a TV/AV toggle button.  Click this to toggle between TV & stereo.,Very center of screen is a button marked 'OK' surrounded by a left, right, up, & down arrow head.  You'd utilize the arrows when in the menu button, click on the OK button when you've made your choice.  Next to this on left hand side is an up & down facing arrow.  These buttons control the volume of the TV/play.  To the far right of the OK button are another 2 arrows.  Again, one up, one down.  These buttons when clicked will change the channel you're watching on TV.,Located mid center bottom, is a numerical key pad with the numbers 0-9.  Utilize these to go directly to a a channel.,Located in the keypad, a button marked 'list'.  You'd push this button in order to see a list of shows.,
Screen showing the Video Compress software features,The top of the screen shows the application name with an arrow on the left side. When the arrow is clicked by the user previous page will be loaded,Just below the label there is shown the path of the video,On the right side of the path there is a share button, clicking on which user can share the video to different links,The center of the page remaining blank and black.,
Basic form for creating an email sign up,The first two fields are for your email address along with a duplicate to confirm your email address,Just below the email fields, the form is asking for your ZIP code,Just beneath the ZIP code field is the submit button to transmit your form,In the top left corner there is a button icon for a menu labeled as three horizontal lines,
screen shows password resetting option of an app,on the top left corner there is a back option,on  the top left there is a heading reset your password,on the top there is a filling form for mobile number,on the bottom there is a continue option,
screen shows voice screen lock theme application of an app,on the top left there is a heading select voice theme,in the middle there is a heading theme and wanted to permission for apply.,in the middle left there is a yes option,in the middle right there is a no button,
Screen to edit photos with red eye removal and cropping, among other things.,In the task bar there is a menu button to display more options to the user, and on the left the user can click a button to delete the current image.,In the center of the screen is the current edited photo, as well as buttons below the image that the user can click to edit the picture or select a new one.,,,
Welcome screen for a sports media application.,At the center towards the top half of the application is the applications logo.,Below the logo is text describing the applications primary functionality.,Towards the bottom of the screen is an instruction for the user to swipe to proceed to the next screen in the application.,,
screen shows lady pill reminder app loading condition,on the top left there is a back button,on the top there is a heading lady pill reminder,from top to bottom there are 11 setting options of the app,in the middle there is a loading mode,
screen shows lightning registration app,in top left corner back option is placed for go to previous,below the back option there is a text filed where user can input their email,below the email text filed there is a register button where user can register their email,below the register button there is a terms of user button where user can read and known about the terms about this app,
This is a settings screen that lets you control your app.,In the center of the screen is a button that lets you select the default content provider for the app.,Under the Provider button is a button that lets you share the information the user has with others.,Below the share button is a button that allows the user to export any saved data.,Below the export button is another button that allows the user to import saved data.,
This screen is a display of Google play store,At the top left corner there is an arrow link button which can be clicked to go to the previous page,Next to the arrow mark at the top left corner there is a label called surgery games,At the right corner there is a symbol which can be used to do voice search,Below the label there are many games which are displayed,
Screen which invites the user to rate Ride Metra on Google Play store,In the center there is a pop up message to invite the user to rate the app,The user has three buttons/choices : Later, no thanks, rate,,,
The purpose is for Social Media.  Blocks contain the opportunity to log into several different social media forums.,Blocks.  Under each Block there is a descriptor.,First, large block is the Logo.  Other blocks are Social Media links and posting opportunities.,Blocks also provide social media images.,Blocks allow social media posting opportunities.,
The screen showing the Weather page of the app,The center of the page has Search button,Cancel button is seen opposite to Search button on the right side,The top left has label Weather with icon of sun,There are no other buttons or links on the page.,
This screen allows users to view where in the world and at what time an earthquake was detected.,Near the top of the screen, just above the list of earthquakes, is a 'time' button that appears to allow the user organize the list by timestamps on each item.,To the upper right of the screen is an open menu that allows users to change settings, view graphs, share data, change camera function, or remove ads from the app.,At the top of the screen, above the list, is a green circle that can be pressed to disable the real-time updates of the list.,Down the entirety of the screen are rectangular rows each containing text, which each describe a different earthquake location, and the earthquake time and date.,
screen show event home page,in top of the screen back option is placed for go previous,in top of the screen refresh option is placed for refresh the page,in top of the screen search bar is given for search the event,in side of the event play button is gievn,
In this screen the list of more apps is displayed.,Unfortunately, there is no More Apps displayed.,On the left top there is a button which leads back.,,,
Screen of Photo Collage Maker app,At the top there is label with the app name 'Photo Collage Maker',On the left side of the app label, there is a setting button.,On the right side of the app label, there is a search button.,In the body section of the screen is devoted to returned search results with a loading bar in the middle.,
Screen To ECG CALC LITE Application,In the center of the screen is a text field where the user inputs their Creat User,Below the email text field is a link the user can Select Male/Female and adult/child,in the center line give 4 step links,In The bottom right hand corner there is a drop down menu button,
screen show new top coat for top shine screen,in center of the screen file option is placed,in center of the screen back option is given for go previous,in center of the screen refresh button is given for refresh the screen,in center of the screen color ,pattern ,jewels option are given,
This page displays a picture of a fireplace,a picture of the fireplace is displayed on the screen.,,,,
Screen showing  dropdown list of Default car in New Expense page,On the right side of the screen towards the top there is a drop down list of different options like Fuel, Parking etc.,The topmost right of the page has a More button,the left top of the screen has an arrow to previous session,the bottom of the page on the right side has a save icon,
screen shows the email login page,In the top left hand corner, there is a button that the user can click to take them to the previous screen,In the top of the screen shows text field where the user to input their email address,Below the email there is next button where the user go to the next step,Below the next button there is a forgot password where the user to retrieve the email addres,
Screen showing a blank screen of app Fun for Mobile,The top of the page has title bar with logo of Fun For Mobile,The background of the screen is black,There are no other illustrations in the page,There are no other buttons or links on the page.,
This is a podcast menu with tile-selectable options.,There is a menu and a search bar in a red banner at the very top of the page,The entire rest of the page are podcast options, based on the search bar results as entered in the top banner,There are 3 podcast options in block form per row, and there are two rows,At the very bottom of the page there is a red banner that allows a user to select saved podcasts (left); categories of media (middle), and search (right).,
This screen is a display of a video camera,At the left side there is a scroller which can be used to brighten the screen,At the bottom center the forward and rewind buttons are displayed,At the right side there is a red color button which can used to record the video,At the bottom left there is an arrow mark is displayed which can be can be clicked to move the previous page,
Screen to show different categories of  puzzles for Kids-one,Center of the Screen is designed to play the puzzle with the different animals,Bottom of the page Is having different circles , Green indicating the current selection of the screen ,towards the end with the slide to next screen with the Arrow symbol,The left bottom of the screen is having a two buttons indicating the one with the music icon to indicate sound while playing puzzle,the second option indicates the settings to change the interface or settings of the game,Bottom level of the screen to the left indicates drop down option to change the language .To the right indicated Information Icon about the game.Rate Icon to Rate the game .+symbol that indicates additional apps,
scree to get dragon addon.,In the center of the screen is a image of dragon addon.,In The bottom right hand corner there is a option to get the dragon addon.,In The bottom center is a option to cancel and go back.,In the top there is a notification to get dragon addon.,
the screen displays the home page of an application,the user can click on any one of the menus displayed,the user can click on the top left icon to view menus,the user can click on share button at the bottom,the user can click on the call us button at the bottom,
screen shows profile picture setting option of an app,on the top there is a back option with a heading set profile picture,on the top right corner there is a ok option,in the middle there is a text which tells it is his phone and don't touch,on the bottom there are 4 options forward, backward, zoom in and zoom out,
Settings page of Fluffy Sushi app is shown in the screen,The center of the page has a large wall paper of Fluffy Sushi,Settings button is placed towards the upper side of the page,The top right most part has the logo of Fluffy Sushi,There are no other buttons or links on the page.,
Large text block is shown about the app in the screen,the center of the page is provided with large text block,Advertisement banner is placed at the bottom of the screen,the background of the page is dark blue in color,There are no other buttons or links on the page.,
This application gives you information about the weather to see if it is a good time to fly your quadcopter.,This screen presents a map on the center with the current location to check the weather conditions.,On the top of the screen there is a textField to type in the current location.,At the bottom of the map there is a menu with multiple options to check conditions, forecast, map, settings, and help.,,
Pop up prompting the user to enter a url to load in order to play the file.,At the top of the pop up there is a message telling the user to enter a url.,Below the pop up label there is a text field where the user can enter a url.,There are buttons below the text field to load the entered url or to dismiss the pop up.,,
This is the title page or main icon for CSN.,There is an image of a rainbow coloured peacock styled as a logo.,In large letters beneath the bird are the letters CSN.,In the background is a black screen with no other information or images distracting the user.,There are no buttons or options available indicating that this is a transitory screen, or loading screen, before the app moves onto a home page.,
This screen is a display of Google map,At the top left corner there is an arrow link button which can be used to go back to the previous page,Next to the arrow mark there is a search box which is displayed,At the top right corner a label is displayed which is called as gym list,Below the gym list label list of gyms are displayed,
This screen is a page of some finance related application,At the top left corner there is a label called as learn,At the top right corner there is a link button which displays other options,At the center of the screen there is an image with a label called why invest?,Below that label there are options such as why buy stocks?, financial goals,etc,
this screen shows a login page,the top text box is for email entry,the bottom text box is for password entry,the login button is for account login,the 'forgot password' link is for the password recovery page,
An app screen for a racing game.,A settings box lets you toggle the in-games control on and off, and turn sound on or off.,You can also close the box using a button in the top right, and a play button lets you start the game.,,,
Screen to sign in to Facebook with email address,In the center of the screen is a text field where the user inputs their email address,Below the email text field there is a log in button where user can enter in to their account,Below the log in button is a link the user can use to recover their email,In the top left corner of the front screen, there is a close option where user not required this page to close it,
Pop up to rate the application on the app store,Text at the top of the pop up describes the purpose of the pop up.,There is a rating bar in the center to give a rating.,In the bottom left, there is a button to cancel the rating.,In the bottom right, there is a button to submit the rating.,
this screen displays the various free apps in the google play to the user,the user can click on the download button to download the app,the user can click on the app name to view more details about the app,the user can also click download button on the related apps if they want to download,the user can click back to move to the previous screen,
Pick the language setting,Checkmarks indicate which language is chosen,A list of languages is given, in alphabetical order,English is the first language listed,There is a gradient background,
screen shows downloading utilities options,there are 15 folders throughout the screen,in the middle there is downloading utilities information.,on the bottom there are 12 option,on the top left corner there is a  home button,
This screen is a display of bracelets,At the top left corner there is an X mark,That X mark can be clicked to close the page,There are three bracelets in the image,Bracelets are in red,pink and yellow colors,
i can see a home icon and free apps description,then i can see knm tech android app description and face book likes,then arranged some learning apps,learning apps arranged as one by one,apps are in the square boxes we have to select and scrolling down,
An app screen that shows the trash settings for a data recovery Android app.,There are five buttons that can be selected to expand the view in another screen.,These include trash settings, feedback, rating the app, viewing about documentation, and viewing more apps.,Each also comes paired with an icon to its left within the bar.,All five are separated into groups of two, with trash settings being placed above the other four in the screen layout.,
The screen allows the user to login and create a new account.,The center of the screen shows the app logo.,At the bottom is a button to sign in the app as a parent.,Below the login button, there is a button to create a new account.,Below the create account button, there is a button to allow the user to login using google plus.,
An app screen displaying a Pokemon wallpaper.,An example of one Pokemon wallpaper is shown in the center of the screen.,Underneath this is a loading icon.,The background consists of a white screen surrounding both components.,,
Homescreen of the  app that allows the user to play and record sounds that facilitate the sleep of the baby.,At the top right is the time of the sound.,At the top of the screen is a volume bar.,Below the volume bar is the record button, the delete button and the play button.,At the center of the screen is a grid of six buttons with playable sounds.,
User is asked to sign up for an app using their email or by connecting to a Facebook account.,The name of the application is displayed in the middle of the screen.,The option to sign up with email is below the title of the application.,Below the email sign-up option is the option to connect a Facebook account.,There is a link to Terms of Service and a Privacy Policy at the bottom of the screen.,
screen shows  exiting of an app horizontally,on the top left corner there is a menu bar  with home text,on the top middle there is a information about exiting the app by swiping,on the upper middle there is a ok option,in the middle there are 10 pictures with their options,
This screen is a start page of some application,At the center of the screen there is a symbol with a label known as get more from your devices with hp orbit,At the bottom there is a label called hp orbit which is the name of the application,Below the name of the application there is another label called as a companion app for your hp pc,Below that label there is a link button called get started. You can click on it to open the application,
the screen shows the ufc fight night show to the user.,at the top left corner there is a button, which make the user to go to the previous screen,at the top right corner of the screen there is a button, which can make the user to share the screen.,at the bottom of the screen there is list of details, which the user can know about the timings.,at the bottom of the screen there is a toggle switch, which the user can switch to know the result.,
This screen is a display of some of kids video application,At the top left corner there is an arrow mark which can be clicked to go to the previous page,At the top right corner there is a symbol called share link button which can be used to share the video,At the top right corner there is another symbol which can be used to view other options,There is a play button which can be used to view the video,
Music mixer where the user can create their own beats including pitch and time signature.,Below the ipod screen there are two buttons, on the left there is a button to go to the settings, and on the right there is a menu button to display more options.,The big button in the center is the play button to play the audio.,Below the play button there is a button to change the time signature.,,
,,,Get to know other people,Meet interesting people,
This screen allows the user to add flames effect on their images.,On the middle-left corner, it describes the app's version number.,On the middle-left corner, below the version no., there is a button to choose 5x5 render size.,On the middle-right corner, below the version no., there is a button to choose 3x3 render size.,On the middle area, below the render sizes., there is an option to choose an interactive renderer.,
Screen is that of a Blood Sugar Scanner application where the user presses their finger to the screen in order to scan for their blood sugar levels.,Near the top of the screen there is a prompt that reads 'Press Finger to Scan'.,Below the prompt and near the center of the screen there is a loading bar that says 'Please Wait',Below the loading bar you can see an obscured icon with a human finger print on it. This is where the user must place their finger in order to get a blood sugar reading.,Below the finger print icon, near the bottom right of the screen there is a Help icon where the user can get better acquainted with the application.,
This is a screen that is displayed when the application is loading to let the user know the application is loading,An icon of an owl is in the center of the screen,Text showing the name of the application is beneath the icon,A progress bar is beneath the text to let the user know the progress of the application loading,A black bar is displayed at the bottom of the screen.,
screen shows a game options,on the top there is a rate option,on the top there is a score a moves and a target information,in the middle there are some fruit emojis,on the bottom there are 4 options reload, tap, save and prize options,
Screen is a list of Evantube videos from YouTube..,The top part is a Evantube header and back button.,Below the header is the link for the first Series 3 video.,Below the Series 3 video is the link for the Skylanders Giants Unboxing video.,Below the Skylanders Giants Unboxing video is the link for the welcome video.,
There's a rectangle in the middle of the screen which states that the app is probably loading some data,The App's logo and name is present on the screen.,There's a Circle in the loading box which shows some processing of data.,The app name and the logo is placed at the center of the screen.,The background color is a light shade of black and the app name and the logo are colored  grey.,
Screen where user selects between still pictures or video,Center of screen in height, left side of screen left to right is a icon for still pictures with a counter,Center of screen in height, right side of screen left to right is a icon for video with a counter,top right is a back arrow button,back ground, no other items,
This screen allows the user to take a new picture, video, or view a gallery of their photos.,The top right corner of the screen has buttons to start a new capture or look at the gallery.,The buttons beneath those provide settings and an option to become a pro.,The title of the app is sideways on the left side of the screen.,There are helpful tips in the bottom right corner of the screen.,
a loading screen for best retaurant quick finder,the page is grayed out not allowing the user to interact with the darkened parts,the middle has a loading box with a loading bar,on the left side of the loading bar there is a percentage showing amount completed,the right side of the loading bar shows how many items are loaded from the total,
Facebook page is shown in the screen where user can credentials to signin,In the center of the screen there are fields for the user to enter credentials like email and password to Log in,Log in button is placed below the fields,Create Account link below the Log in button can be used by the user to create new account,links to languages are provided towards the bottom of the screen,
This screen is the home page of the 4 in a row game,in the center there is a button that allows to select the single player mode,in the center, under the first button, there is a button that allows to select the 2-players mode, probably on the same device,in the top there is a classic android notification to exit from the full screen mode, that means that the game allows this view,in the upper right corner there is the button that allows to exit from the game,
This screen is a display of recruitment application,At the top left corner there is a link button called as menu which can be clicked to view the other options,At the top right there are three options namely search,filter and save,You can search for a job by clicking on search button,You can filter the jobs using filter option and also save the job,
Screen which displays the search results of the application.,At the top there is a search field where the user can enter search terms and then click the button to the left to find results.,,,,
A navigation screen for some customization app.,There are five buttons in the center of the screen.,These let you navigate to another section of the app, consisting of gallery, free apps, camera, rating an app, and the app store.,,,
This screen helps the user to equalize the volume of a music.,The screen shows five line each with a bar which allows the user to balance or adjust the sound.,The front audio window shows the audio which can be played by the user.,The headphone icon in the audio window helps the user to hear the audio using headphone.,At the top right corner shows a filter button which helps the user to select a particular tool or option.,
screen shows design grid photo style,In the top left hand corner there is a button that the user can click to take them to the previous screen,In the bottom of the screen shows save button where the user can save the photo style,Near the save button there is a edit button where the user can edit the photo style,Above the edit button there is a close button where the user can click to close the grid photo style,
Page showing Potty training Resistance home page,The center of the page has a picture with caption Potty Training Resistance,The topmost part of the page has a back button on the left side,On right top corner there is More button,There are no other buttons or links on the page.,
This interface allows the user to create an account for the app.,The Add Photo button allows the user to add a photo to their profile.,The green Create Account button allows the user to create account with the credentials they filled above the button.,On left corner of the interface the Skip, use Guest Account button allows the user to get into the app with a guest account.,The I have an account, Sign In button on bottom right part of the interface allows the user to sign in into app with their existing credentials.,
The page shows two different kind of activity tracker,On the top side there are 4 types of basic activity tracker in an image,On the bottom it's shown how a sort of smartwatch could be connected to the smartphone,The bottom image presents a smartwatch and a smartphone,All the two images could be a link to a more detailed explanation of the products,
The screen is that of an application that scans the user's file system for various things.,At the top left of the screen there is a menu button, to the right of the menu button there is a 'Scan device' button, and to the right of that there is a search bar and other menu options.,Below the menu bar there are two rows of the user's ZIP files of various sizes and numerical filenames.,Below the top half of the user's file icons there are two more rows of file icons. The majority of which are more ZIP files, with one EPUB file in the fourth column, third row.,Below the latter half of the user's file icons, to the bottom right of the screen, there is a pencil icon where the user can input various commands.,
Screen to sign in to World of Hyatt with username in order to use the World of hyatt application,In the center of the screen is a text field where the user inputs their username and password,Below the email text field is a link the user can use to recover their world fo hyatt account,To the right of the recover email link is a button the user will press to sign in,In The bottom there is a drop down menu that the user can select to join world of hyatt,
This is a shopping site or app.,Dominating the screen are two images, one superimposed on to another. One image is markedly more visible than the other.,In the middle of the screen is the brand name or shop name, in this case charlotte russe.,At the bottom of the screen are two buttons, on the left is a sign up button and on the right a shop now button.,Just above these two buttons is a pop up message, obscuring a login button, which states to the user that the there is a connection problem.,
A pop-up user interface to accept or cancel adjustments there has made.,A user interface pop-up in the centre of the screen,One option to click 'cancel' to the bottom right of the pop-up box and not apply the adjustments made.,One option to click 'OK' to the bottom far right of the pop-up box in order for the adjustments to be applied.,There are various interfaces across the background screen, but these are not part of the active pop-up box shown.,
screen show charge alert message,bottom of the screen ok alert message is given,in top of the screen close option is given for close the app,top of the screen save option is given for save the file,top of the screen lease,loan option is given for user needs,
This is a camera gallery selection page for an app.,The screen displays to options: camera and gallery.,The user can click camera to take a photo that has ghost in it, click click gallery to view the photos already taken.,,,
This interface shows the article for which the user searched for,The search bar at top allows the user to search for contents,the facebook blue icon allows the user to share the article on facebook,the turquoise icon with a bird in it is the twitter button which allows the user to share article on twitter,the mail button next to the twitter button allows the user to forward the article by email,
This screen allows users to search for dessert recipes.,The bar at the top allows users to search that database of recipes.,The four colored buttons below the splash photo allow users to search specific dessert categories.,The bar of photos below 'Italian Desserts' allow users to access specific recipes in this subgenre.,The more button to the right of 'Italian Desserts' allows users to access more recipes related to the subgenre.,
A web browser screen showing facebook page in a non-English language.,Top part enables user to select any of the tabs having websites previously opened.,Below tab bar have navigation control buttons, address bar and other web browser buttons.,Main area of screen is a facebook page which shows option to search, sign up, sign in and other links leading to answers for questions.,Bottom of screen shows Google translate dialogue box, with NOPE and TRANSLATE buttons.,
The My Account interface allows the user to check their in-app account and it's details,On top right corner the orange Login / Signup button allows the user to either login with an existing account or signup by creating a new account so that they can get the most out of the app,on bottom left corner there is the Feed button which shows the users all the contents which fall under the feed category,Next to the feed button on the bottom is the Playlist button which enables the user to create a customized playlist according to their preferences.,Next to the playlist button is the Browse button with a flame icon which allows the user to browse in-app content,
Screen to go to a certain folder in order to convert the video in that folder to an audio recording,At the top left is a button to return the user to the previous screen.,Below the back button is a list of folders that the user can select to find a video to convert to audio.,,,
screen shows that login into the get started screen,in center of the screen email id field  is given,in center of the screen password field is given,in center of the screen signup option is given,below the signup option already have an account option is given for user need,
At the top of the page is Create a New Account is available,Left corner of the page is Introduction is available,Middle of the page left corner is Definitions is available,Bottom of the page left corner is Scope of Terms is available,Next left corner of the page os Amendment pf Terms is available,
screen show alert message of layout,in alert message show all function to the center option is geven,in alert message cancel option is given,back of the screen timing option is given,bottom of the alert message home,1period option is given,
Music App that shows pictures of artist as well as buttons to shuffle and save,Buttons on top show all and saved shows you all your music and what you have saved,Tac icon shows you that you can pin these to your saved songs list,Shuffle play button you can click to scramble your music,i is an information and heart is to like the artist,
the screen shows about the trainer app.,at the top of the screen shows the icon or the logo of the trainer app to the user.,at the middle of the screen there is list of items which shows what is upgraded new in the app to the user.,at the bottom center there is a tag button, which is clicked by the user to take him to the suggestion screen.,at the bottom right corner there is a button clicked by the user to take to the next screen.,
screen shows all albums page,in top left corner back option is placed for go to previous,in top right corner there is a next option where user can go to next page,left of the next option there is a drop down option where user can select the category,in center of the screen there are many categories of images,
This is an audio clip renaming page of an app.,The page displays a black dialog box with blue title Rename, below is is a text input box where user can edit the name of the clip, below that are two buttons with white text Cancel and OK.,,,,
screen shows the confirmation message for the email login,top of the screen left side there is a arrow button by using this the user can go to the previous screen,below the arrow button there is a drop down list where the user can select the type of error,below the drop down box there is a text field where the user can enter their name,below the name field there is a field where the user can enter their number,
