"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gokeyboard.theme.twneonbutterflieskeyboard-screens/screenshot_2.png","the screen allows the user to take a look at the butterflies keyboard","the center has an icon that the user can swipe to begin","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/org.jw.jwlibrary.mobile-screens/screenshot_1.png","loading of jw library app","","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bubblesoft.android.bubbleupnp-screens/screenshot_2.png","this screen displays a list or menu interface for an app","on the top left of the screen is an action overflow button","to the top right of the screen is an option overflow button","in the center left of the screen is a list of menu options","to the bottom right of the screen is a library button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nfhsnetwork.stream-screens/screenshot_3.png","screen shows sign in options of an app","on the top there is a heading we are high school","on the upper middle there is a email form and a password form for filling","in the middle there is a sign in option","in the middle there is a register option on left and a forgot password option on right","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ultimategamestudio.mcpecenter.mods-screens/screenshot_3.png","this screen represents minecraft pe game guide","in the top left corner game menu is available","in the top right page the share label is available for share the game to different ways","in the middle of the page browse mods and guide of the game is available for used to how to play the game","in the bottom of the page there are more similar applications are available for user can download more applications","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/org.contentarcade.apps.meditranianrecipes-screens/screenshot_1.png","the screen allows the user to view recipes","the user can scroll down to view more recipes","the user can click on breakfast at the top to view breakfas recipes","the user can click on top menu to view menus","the user can click on the lunch label at he top to view lunch recipes","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cam001.selfie-screens/screenshot_2.png","the screen allows the user to access settings","the top left arrow allows the user to go backwards","the top four rows allow the user to change camera settings","the mid two rows allow the user to change photo settings","the last six rows allow the user to click to gain information about the app and enable push notifications","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.peoplemedia.singleparentmeet-screens/screenshot_2.png","this screen is a display of single parent meet application","at the top left corner there is a label called as single parent meet which is the name of the application","below the application name there are two blank fields","in one blank you should enter your interest and next is the zipcode","after entering the details click on view singles link button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.peoplemedia.singleparentmeet-screens/screenshot_2.png","this screen is a display of single parent meet application","at the top left corner a label is displayed as single parent meet which is the name of the application","below the application name two blank fields are displayed","enter the valid details and click on view singles","below that another link button called member login is displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.modoohut.dialer-screens/screenshot_5.png","an advanced settings screen for the operating system of an android device","center of screen has a prompt to set appointment text","within the center prompt are two texts fields to set a title and description","bottom of the prompt has buttons to either confirm or cancel the task","behind the prompt is a list of settings","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cbs.app-screens/screenshot_3.png","screen shows welcome message of an app cbs","on the top left there is a sign in option","on the top right there is a search option","in the middle there is a welcome message of the cbs app with four options like terms and policy and videos","in the middle right there is a accept option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.buzzfeed.android-screens/screenshot_3.png","this is a social media site called buzzfeed","the button at the bottom right is for sharing with others","the button on the bottom middle is to post to facebook","the button on the bottom right is to send as a message","the white box in the middle is to log in to your account","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.nl3-screens/screenshot_2.png","this screen is a display of some game application","at the middle of the screen there is a popup displayed","the popup has two link buttons namely cancel and exit","at the bottom there are many link buttons displayed","you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.topgolf.mobile-screens/screenshot_1.png","screen shows top golf daily of an app","on the top left corner there is a back button","on the top right corner there is a virginia beach option","from top to bottom there are twenty top golf daily on the left in one column","from top to bottom there are some point on the right in a column","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.beyondpod-screens/screenshot_2.png","this screen allows users to view downloads in the category what to play","in the center is a blank screen where what to play downloads should appear","in the top far right is a button to open a secondary menu","to the far left of the secondary menu button is a button to open a navigation menu","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/pl.mkonferencja.exodus-screens/screenshot_1.png","this is a review page in polish","the top left returns to the previous screen","the top banner is the title of the page","the top right leads to an options menu","the middle text has information for the review","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.meetapp.free.loveme-screens/screenshot_2.png","screen show unfortunately love me has stopped alert message","in alert message screen ok option is given for done the process","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.meetapp.free.loveme-screens/screenshot_2.png","this screen is the love me application indicating it has stopped working","in the center of screen is a dialogue box indicating to user the application has stopped working and below this is an ok button allowing user to dismiss the dialogue","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/us.tx.state.hhsc.ytbmobile-screens/screenshot_1.png","this is a failed login notice for an app","the top left brings a drop down menu","the middle text indicates the credentials error","the grayed section below the banner allows the user to enter his credentials","the top bar indicates the page title","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.dungelin.heartrate-screens/screenshot_4.png","screen shows heart rate plus page","in top left corner there is menu option where user can view all menu","in top right corner there is a setting option where user can change their settings","in center of the screen there is a small screen for error messages","below the menu option there is a help option for further help","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mp3.cutter.ringtone.maker.trimmer-screens/screenshot_1.png","this screen shows the details of a album in mp3 cutter","the top left corner has a arrow button to go to the previous page","in the top right corner there is a tick mark to save the data","there are number of fields to edit in the middle part of the screen","there is a search icon in the lyrics field used to search the lyrics","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sportngin.android-screens/screenshot_2.png","","","","","add to favorites","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.keyspice.photocomics-screens/screenshot_5.png","screen to buy comic stickers","in the center of screen is a button to buy the sticker","to the left of buy button is a button to cancel and go back to previous page","below is a button to get more stickers","in the bottom is a menu bar","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.conduit.app_7b6b191da93c4cd7b6c0d75381667492.app-screens/screenshot_2.png","the screen shows the list of applications to the user","at the top of the screen it shows the name of the screen","at the middle of the screen it shows the list of the applications","at the top right of the screen there is a icon which shows the description of the application","the screen shows the list of applications in the columns","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.avis.androidapp-screens/screenshot_1.png","the home page of avis now app for car rental is shown in the screen","towards the bottom of the screen there is a window to get started","just above the button to get started there are three button the first button on the left is exchange your car","on the right side of the first button the second button lock unlock your car is placed","the third button on the right most side is real time notifications","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/br.com.brainweb.ifood-screens/screenshot_2.png","ifood app that lets you login to your account","verify account with phone number field","fild below this expalins how to verify","next button to ciontinue once you have inputter your number","back button to leave the verification page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jiubang.fastestflashlight-screens/screenshot_2.png","this screen allows the user to use the beacon flashlight","the center of the screen there is a power button where the user could turn on the flashlight","on the bottom center of the screen there is a flashlight button that takes the user to the flashlight screen","on the bottom center of the screen the right mobile phone button allows the user to go the users mobile phone screen","the top right corner there is a star button that takes the user to the settings of the app","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.freerecipes.detoxdrinks-screens/screenshot_6.png","user can select their language","top left arrow twirls down list of languages","right center are circles selected circle is green","left center are available languages","top orange bar colored background","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fly.gps-screens/screenshot_4.png","the image is showing a loading screen","","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cmcm.live-screens/screenshot_3.png","this is a sign up and login page of some application","at the bottom there are four link buttons which are displayed","first option is use phone account which can be clicked to login using the phone number","next is the sign up link button which can be clicked to sign up","next is the login link button which can be clicked to login or cancel to come out of the page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fitnesskeeper.runkeeper.pro-screens/screenshot_1.png","this screen allows users provide input in all fields for signup to the runkeeper","user need to provide name","user need to provide email and password for security purpose","user can read privacy policy by click on link in bottom","user can click on signup after providing all inputs and will redirect to the user screen of runkeeper","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mineworld.animeskins-screens/screenshot_1.png","the screen is an home page of an game application","the user can click on the arrow at the top for back button","the user can click on the download symbol at the center of the screen to download","the user can click on favorites to add to favorites","the user can click on skins at the bottom of the screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.merlin.legocal-screens/screenshot_5.png","screen show home page of the legoland california resort","in top of the screen setting option is given for set the app","in top of the screen setting option is placed","in top of the screen coaster and family option are given","center of the screen location of the resort is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/pt.jmdev.vibrador_digital-screens/screenshot_1.png","this screen is a graphic control panel for custom vibration","an on button is displayed in the top left","three intensity buttons are displayed in the top right random soft and hard","near the top on the left is a display of vibration length near the top on the right is a display of pulse length","a large graphic interface with touch control is displayed in the center of the frame","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.andromo.dev563393.app529069-screens/screenshot_1.png","screen showing homepage of insta follower dot net","the top of the page shows the logo just below a menu bar","the menu bar has a loading icon on the right top","the extreme right of menu bar has a more button","the bottom of the page has photographs arranged in grids","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.soft.evilnightaddonforminecraft-screens/screenshot_2.png","this page is describe the mods","top right corner of the page is forward button is available","middle of page is install option description option and scary mods option is available","bottom left is menu list of mods as available","bottom right is favorites option is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.goodbarber.monsterkraft-screens/screenshot_2.png","screen showing different design of rings","in the center of the screen is a list of different design of rings","in the top right corner is a button to select menu","in the top left hand corner there is a button to go back","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.proj.minecraftmobskins-screens/screenshot_1.png","screen shows alert message to guide the user","in right side of the message box ok button is given","in top of the screen back option is placed for go previons","in top of the screen share option is placed for shareing","in bottom of the screen favorite option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.serveture.partytap-screens/screenshot_5.png","screen shows partytap app options","on the top left there is a back option","on the top there is a heading partytap","from top to middle there are five options for sale in three row and two column","there is no other options on the bottom","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.adrientruong.grades-screens/screenshot_3.png","screen shows log in page","in center of screen there is a text field where the user can input their email","below the text field there is another text field where user can input their password","below the email text field there is a abc unified option","in center of the screen there is a login button where user can log in","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.podbean.app.podcast-screens/screenshot_6.png","screen shows music app where user can hearing songs","in top left corner back option is placed for go to previous","in top right corner there is a setting option where user can change their settings","in bottom right corner there is a share option where user can share musics easily","left of the share option there is a favorite option where user can add their favorite musics to favorite list","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.flexaspect.android.everycallcontrol-screens/screenshot_2.png","start call control comunity","attomatically block spam callers","block anyone with tap of button","high quality installation","select next to begin","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.transparentweather-screens/screenshot_3.png","the screen allows the user to take a look at the weather","there is an icon on the top right where the user can go to settings","there is an icon on the bottom left where the user can see the weather see","there is an icon on the bottom right where the user can click to change the daily forecast","there is an icon in the center right where the user can click to gain feedback","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.shazam.android-screens/screenshot_4.png","screen shows that loading page of auto shazam is on","in top of the screen home option is placed for go home","in top of the screen my shazam option is placed","in top of the screen discover option is placed for discover the user needs","in top of the screen chats option is placed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/ru.iptvremote.android.iptv-screens/screenshot_1.png","this screen is a display of television related application","at the top left corner there is a link button which is the menu link button","next to the menu link button a label is displayed as iptv","at the top right corner a label is displayed as refresh","in the middle of the page a label is displayed as no chammcha","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.barberitos.barberitos.android.app-screens/screenshot_2.png","this screen shows that baraberitos","the user can select the get started butten and start the page","this is powered by levelup","this screen shows that spice foods","the user can view the barberitos","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.linecorp.linelite-screens/screenshot_5.png","this screen allows users to input their login credentials to create a line account","the user can input the number in the text box","the user can click terms and conditions of use to know about it","the user can click privacy policy to know about it","the user can click next button at the bottom to move next","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.linecorp.linelite-screens/screenshot_5.png","screen shows phone number entering option of an app","on the top left there is a country option with afganistan selected","on the top there is a phone number entry form","on the upper middle there is a terms and condition and privacy policy option","on the bottom there is a next button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fubar.mobile-screens/screenshot_4.png","screen to sign in to fubar page","below the furbar there is a text field where use can input their email","below the text field there is another text field where user can input their password","below the password text filed there is a login button","below the login button there is a signup button where user can signup","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.acowboys.cardboardvr-screens/screenshot_1.png","the screen shows an error message to the user","at the middle of the screen there is a description of the error message","at the middle of the screen there is a button which makes a retry connection to the internet","at the bottom right of the screen shows the user the multitask screen of files opened","at the bottom center of the screen takes the user to the home screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.acowboys.cardboardvr-screens/screenshot_1.png","screen showing message of unstable internet connection","retry button is placed at the center of the page","text reads unstable internet connection is placed above the retry button","information button is placed above the text block","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/uk.co.mxdata.newyorksub-screens/screenshot_3.png","screen displaying about page of new york subway software","there is a text label abuot at the top left of the screen with an arrow","below the label there is logo of the app new york subway","there are options listed in rows under the heading new york subway","towards the bottom there is a menu mapway with sub menus listed in rows","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hb.dialer.free-screens/screenshot_1.png","screen shows app icon options of an app","on the top left corner there is a back button","on the top right corner there is a search option","in the middle there are three app icons favorite group and contact","in the middle left there is a cancel button and on the right there is a ok button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.apalon.optimizer-screens/screenshot_3.png","this screen is the apps manager page","in the middle a symbol is displayed","below the symbol a label is displayed","the label is displayed as apps manager","a link button is displayed as ok","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.whiteclouds.ceilingdesignsgallery-screens/screenshot_1.png","screen shows ceiling design gallery options","on the top left there is heading ceiling designs gallery","in the middle left there is a view gallery and a help option","in the middle right there is a my favorite and a share app option","on the top left there is a logo which represents the app brand","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/sw.tytdroid-screens/screenshot_3.png","screen to select one option from three radio buttons","at flirts we have status bar with time battery level bluetooth indications","then we have one tool bar with back button icon and popup window tool","three options with radio button on center of the screen","at last we have five buttons to select","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.newjapps.christianbabynamescollection-screens/screenshot_3.png","screen show home page of saint name for girl","in top of the screen setting option is given for set the app","top of the screen menu option is given for set the app","in top of the screen agnes alda alice etc option is given for set the app","bottom of the screen about st agnes option is given for details about the user","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.waplogmatch.social-screens/screenshot_6.png","screen to sign in to w match by way of your facebook login","in the center of the screen is a text field for your email or phone","below the email is a text fiedl for your facebook password","below the password is a log in button create account or not now button to choose","the bottom left has languages you can choose and the same with the right side","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.baskinrobbins.app-screens/screenshot_1.png","this page is google play store","center of page is apps is install button is available","center of page is description is available","center of page is star rating is available","bottom page is reviews rate is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.flashalerts.flashalertforallapps-screens/screenshot_4.png","","shows incoming calls incomin sms option slide over tp turn on","flash enabled alerts for normal color and silent mode","shows battery opercentage option","speed option for length sms","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eventshigh.nearme.app-screens/screenshot_1.png","screen displays the details of android ui ux design workshop with muth","the center of the page has texblocks about the workshop","the top of the page has title bar with back share and favorite buttons","the bottom left side has lets go button linking to whatsapp","the bottom right part of the screen has book seats button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eventshigh.nearme.app-screens/screenshot_1.png","at the top of the page is andriod ui ux design workshop with muth option is available","left corner of the page is backward option is available","left corner of the page is about the workshop is available","next left corner of the page is why this workshop is available","bottom of the page is menu button option is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.microsoft.bing-screens/screenshot_2.png","this is a web browser interface","a back button is displayed in the top left corner","the top right corner features a tab button and a menu button","the top center of the frame displays a url navigation bar","the entirety of content below the header is a web frame to display content","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.androidrocker.callblocker-screens/screenshot_6.png","the screen allows the user to either send an email or cancel the operation","the lower left icon in the box allows the user to cancel","the lower right icon in the box allows the user to send an email","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.catchsports.catchsports-screens/screenshot_1.png","screen to register to catch sports by using email address","in top left corner back option is placed for go to previous","below the back option there is a text field where user can input their email address","below the text field there is another text field where user can input their password","in center of screen there is a create button is placed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sign.language.learn1234-screens/screenshot_5.png","the screen allows the user to see greetings and phrases","the center pictures allow the user to see the motions","the top left arrow allows the user to move backwards","the top right arrows allow the user to refresh the page","the top right three dots allow the user to see a menu of options","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_1.png","this screen allows the user to download emojis from the app emoji party","in the middle of the screen there is an icon to select basic free emojis","to the left of the basic free icon there is a stoner emoji category","below the stoner emoji icon there is a sexy emoji category","at the bottom of the page there is a button to tell a friend about the app","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.internetdesignzone.quotes-screens/screenshot_2.png","if you watch the video is to unlock one hundred quotes","","advertisement to unlock quote","","unlock hundred quotes because be","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jobportal.allgovernmentjob-screens/screenshot_3.png","an app page which provide multi job categories to the users","enable sharing jobs in the header of page","multi job search options in the search area","in the middle of the page display jobs by categories ex banking medical and teacher jobs","in the top left hand corner there is an options button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ebates-screens/screenshot_6.png","this screen displays notification for the application to user","the top left corner arrow icon allows user to navigate to previous page","the display screen below arrow icon gives brief details about notification","the bottom screen contains green button which enable to user to join this offer","below the green button there is a link to know more details about the offer","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.whitepages.search-screens/screenshot_3.png","this is for locating a business","in the middle you can access the business website","in the middle you can see the business phone number to call them","you can go back out and search for another business in the left hand corner at the top","there is a map so you can see where the business is located","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.codemindedsolutions.wink.meetme.freedating-screens/screenshot_1.png","appears to be some kind of dating site","you enter a username","you enter a password","you log in","you can login with facebook","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.togotechnologies.RoyalFarms4-screens/screenshot_3.png","this screen displays a sign up page of some application","in this screen there is a picture called royal farms","at the center there is a popup which is displayed","name of the label is sign in up with an information","this popup has a link button called as ok if you click on ok the popup goes away","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pictarine.photoprint-screens/screenshot_6.png","screen showing a warning to the user in the add to cart page of the app","the center of the screen has a warning window user can click the stay or leave button at the bottom to continue","the bottom of the screen has large four circles","just above the circles there is link to layouts and filters","the top right corner has a button add to cart","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.natewren.linesfree-screens/screenshot_5.png","screen alert to the user that the app is not installed","in the center of the screen is a box text to explain the problem","in the right corner of the box there are two options for accept or cancel","if you select ok you go to be redirected to play store","in the bottom there is a box text said that you have to install the launcher","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cigna.mobile.mycigna-screens/screenshot_2.png","it shows what to do if user id is forgotten when signing into the site","in the center white box shows instruction to what to do retrieve id","on the top there is a button in blue color to proceed in case id is forgotten","below it three labels to enter first and last names and birth date","a submit button in blue color at about the center portion","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cigna.mobile.mycigna-screens/screenshot_2.png","screen to recover a forgotten user id on a cigna app","center of screen is a text a prompt to enter name into text box and an ok button","the center screen text box is active all else is grayed out","top of screen is field for first and last name and birth date grayed out","below the name field is a submit button grayed out","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.oovoo-screens/screenshot_3.png","this is a screen for creating an account","the error message is displayed in the middle of the screen so the user can clearly see it","the error message shows a descriptive message that oovoo id is not in the correct format","the application takes up the entire screen","the form fields are clearly defined","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/org.aztest.iqtest-screens/screenshot_1.png","a broken image","","nothing to enter","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.squatschallenge-screens/screenshot_3.png","screen show loading page of thirty day pushup challenge free","","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.indoorgardeningguidefasf-screens/screenshot_2.png","screen show jump to page links alert message","in center of the screen ok option is given for select the page","in center of the screen cancel option is given select the page","in top of the screen next option is given for go next","in back of the screen indoor gardening comment are given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.thegrizzlylabs.geniusscan.free-screens/screenshot_1.png","this screen is a search page of some documents","at the top left corner there is an arrow mark symbol which can be clicked to go back to the previous page","next to the arrow mark at the top left corner there is a label displayed as search documents","in the search box you can enter the document name","enter the document name and click enter","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.thegrizzlylabs.geniusscan.free-screens/screenshot_1.png","this screen is a search page of some documents","at the top left corner of the screen there is an arrow mark","next to the arrow mark at the top left corner there is a label called search documents","you can enter the name of the document in the search documents field","below the search documents label there is a line which is displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.livescore-screens/screenshot_5.png","screen shows a soccer news of an news app","on the top left there is a home button with heading soccer news details","in the middle there is a news information about ucl go ahead with a image on top","on the top there is a news heading leipzig and salzburg given ucl go ahead","on the bottom there are six options in a row scores live favorites menu news and refresh","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.disney.datg.videoplatforms.android.watchdc-screens/screenshot_1.png","screen showing the disney channel page with online privacy policy page","the center of the page has text block of online privacy policy","the top left has back and forward button and refresh button","close button is placed at top right","search bar of cox is placed near to top region","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/you.in.spark.energy-screens/screenshot_4.png","this screen is a display of settings page of some application","at the top left corner there is a label called energy bar which is the name of the application","at the top right corner there is a link button which is represented as a heart symbol","at the top right corner there is a switch button displayed","below the application name there are two options namely normal bar and status bar","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.badoo.mobile-screens/screenshot_3.png","this window is for sign in","informations required for sign in are email id or phone number and password","next to password there is sign in button","down to the sign in on forgot password button appears","on left top corner there is back button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.roadie.android.app-screens/screenshot_1.png","welcome screen for the roadie application","center bottom of screen is a button how to send","center of screen below how to send button is a how to drive button","center of screen below how to drive button is a no thanks maybe later button","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.g8n8.pregnancytracker-screens/screenshot_3.png","screen shows weight tracking screen","in top of the screen your weight field is given","below the screen main page option is given","below the screen edit history option is given","below the screen save option is given for save","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.forbeautiful.girly-screens/screenshot_1.png","home screen of application girly m pictures","the center of the page shows a grid of pictures","the top of the page has the title bar with label girly m pictures","there is a filter icon on the top left corner","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joelapenna.foursquared-screens/screenshot_1.png","this screen allows the user to sign in into foursquare account","the user can click on the available account if they want to sign in that account","the user can enter the password of the account and can enter into it","the user can click use another account label at the bottom if they want to sigin with another account","the user can click the top left icon for more menus","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.accuweather.android-screens/screenshot_4.png","a screen allows user to select news video clips","top left is a back arrow","top third of screen is an add video","below the add video is a picture and text describing stories scrolling list for more stories not shown","top right of screen in the add is a learn more button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.famousbluemedia.yokee-screens/screenshot_1.png","screen shows yokee wallpaer","in center of the screen loading yokee","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.wicall-screens/screenshot_3.png","this screen is an home page of an application","the user can click ok button after reading the above information","the user has to choose the country before registering","after choosing the country the user can click register button on the bottom of the screen","the user can click back button button to move to the previous page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.wicall-screens/screenshot_3.png","screen shows country selection information of an app","on the upper middle there is a heading country on left","in the middle there is a text information about selection of country","in the middle there is a ok button","on the upper bottom there is a register option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.app.shealth-screens/screenshot_1.png","this allows you to access s health","the pop in the middle of the screen tells you to insert sim card and try again","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.audiomack-screens/screenshot_4.png","the screen showing the home page of xavier omar","the bottom of the page has play forward and rewind buttons for the video","a progress bar is shown just above the play button","different editing buttons are placed above the progress bar","the center of the page has large graphical representation of xavier omar","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.particlenews.newsbreak-screens/screenshot_1.png","advertisement loading screen","alerts user that an advertisement is incoming","reminds user that they really need to install an adblocker","reminds user how much they enjoy blank screens","alert user to how skow their data connection and or processor is","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/co.ucvr.ultracover-screens/screenshot_2.png","screen show sign up with email","bottom of the screen email field is given","bottom of the screen password field is given","bottom of the screen user name field is given","bottom of the screen signup option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/jking.chat-screens/screenshot_2.png","at the top of the page is chatro page is available","top of the middle page is username option is available","top of the middle page is password option is available","bottom of the page is login option is available","bottom of the page is creat new account option is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.pctheme.zt.pineapple.flower-screens/screenshot_5.png","screen of error","in the center of screen there is error of google play stopped","below it there is two option one for report and another one for ok","behind it in the screen there is image of pineapple screen","in below screen there is image of color jump plus application","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emogoth.android.phone.mimi-screens/screenshot_1.png","screen show changelog alert message","in center of the screen mimi five three one changelog describtion is given","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.desertstorm.recipebook-screens/screenshot_3.png","screen showing the recipe of warm chicken sandwiches with mushrooms spinach and cheese","the top of the page has the picture of the dish warm chicken sandiwich","just below the picture on the right side there is share button","on the left of the share button favorite button is placed","the bottom of the page has description of ingredients","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.securesoltuion.app.blocksmscall-screens/screenshot_5.png","screen shows password setting page","in top left corner there is a icon for password setting option","in top right corner there is a icon which shows gift symbol","below the password setting there is a check box where user can input their enable password","below the enable password there is a change password option where user can change their password","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.securesoltuion.app.blocksmscall-screens/screenshot_5.png","this screen is a display of password settings application","at the top left corner a symbol is displayed","next to the symbol a label is displayed as password setting","below the label two sub settings are displayed","at the top right corner a gift symbol is displayed","N/A"
