"a back button in the top left lets you return to the previous screen","you can also view the apps privacy policy with release and personal information","this is contained within a text field in the center",""
"there is a check mark in the center that allows the user to check off if they would like to receive notifications","the icon at the center right allows the user to click to move forward","",""
"the bottom left icon allows the user to view scores","the bottom right icon allows the user to refresh the screen","the icon to the left of the refresh icon allows the user to view the news","the icon to the left of the news allows the user to view the menu"
"the center icon allows the user to click ok and proceed","","",""
"top right is a menu button","below the menu is four days and dates of a week","center of screen in height and left to right is the message error please check internet connection","rest of screen is blank"
"the center of the page has an icon of person with messenger symbol the text reads maki calling from messenger","the bottom left has decline button","the left bottom has accept button","message and remind me links are placed above the bottom buttons"
"in the middle of the screen there is a pop of window describes some text","the popup window has two sections separated horizontally","first line of the popup window shows the message that certain task has unfortunately stoped","second line of the popup window has a ok button which once clicked will close the popup window"
"there is a switch in the middle of the screen that controls the state of the flashlight","at the bottom left of the screen is a button to mute the applications audio output","to the right of the mute button is a button that reveals additional application information","to the right of the information button in the bottom right of the screen is a settings button"
"near the top there is a photo icon for users to upload the photo of the dish","below the photo icon there is a text field where users can type in the name of the dish","near the bottom of the screen there is a tab for users to enter the ingredients for the dish","in the middle there is a popup box with an exit button that shows the users an example list of ingredients"
"the is a back button in the left corner of the page that allows the user to go back a page","there is a text feild beside the back button this is where the user can search the google store","there is a search button to the right of the text field that executes the search","theres an install button in the middle of the page and to the right this button allows the user to install the app"
"there is a home button onn the top for getting into gome","in the middle there are some text about situational awarness","on the bottomm left side there is a previous button for going previous text","on the bottom right side thete is a next button for going next text"
"the page displays four drop down options for the user","the user can inspect resolution rotate picture and inspect numberclitch4android or took at privacy policy","",""
"the top left of the screen has a x button for the user to close out of the app","the top right has a save button to have the app remember their preferences","underneath the menu bar are different settings buttons for the user to get reminded of their upcoming period","the botton of the screen are time buttons for the user to decided what time they want to be reminded of their period"
"at the top of the screen is a blue banner with a further options icon on the right hand side","on the left hand side of the blue banner is a back button","in the middle of the screen is an error message pop out with an ok button in the bottom right","just under the blue banner at the top is a title and text entry field where the user can enter the company id"
"the user can tap the black button circled with a red ring to snap a picture","the user can hit the top right corner to flip the camera to face oneself","bottom left there is a photo icon most likely to show previous pictures taken","to exit the camera screen you can click the arrow on the top left screen"
"in the middle of the screen there is a gray background without any content it is empty","on the top of the screen there is a back button signed by a back arrow","on the top of the screen the common android icons can be seen such as wifi battery sign and time","on the bottom of the screen the common three buttons for adnroid system back home apps"
"in the center are photographs of album covers to distinguish each album","above the albums are options to view local or cloud storage for music","on the top left there are three lines for the menu option","next to the menu is a drop down list with albums highlighted"
"in the center of the screen is a button to cancel and go back","to the right of cancel button is a button to accept and close the screen","",""
"the top right icon allows the user to click to see the map","the center row allows the user to select a bus line","the top right icon to the left of the map icon is the refresh icon that allows the user to refresh the page",""
"top right corner is a pay button","top left corner is a back button to go back to the previous page","under the back button is the card balance","over top of the whole screen is a black tutorial message to guide you pn the app"
"the first row in the center on the bottom allows the user to determine fertile period if they click on it","the second row in the center allows the user to click the button if they are already pregnant","the third row on the bottom center allows the user to call their doctor","the fourth row on the bottom center allows the user to go to settings"
"top left of the screen is an exit button that would close the facebook page","top space is for user email or phone input","under the email space is a password input that would allow the user to access the app","the blue bar is a log in button that would allow the user to access the site if their information is correct"
"in the taskbar there are an arrow button to come back to a previous screen a label with forgot password title and help button","below the taskbar there is an instruction and an email text input","in the bottom of the screen there is an expanded light gray button to send the introduced email",""
"in the center of screen a camera icon for user to click and open the camera","in the center of the screen gift icon next camera icon for the user to click and see the ads to get gits","a badge on the top of gift ad icon to show number of ads available to view","in the background there is image for the user to see"
"the first space from the top is for users to input a membership number","the middle bar is for the users first name","the last bar is for the users last name","the bottom is for the continue button"
"the right arrow in the center allows the user to move forward","the left arrow in the center allows the user to move backwards","",""
"there are three lines at the upper left that a user can tap on in order to navigate the app","there is a tab labeled colors just to the right of the highlighted tab that is opened now and called recent","",""
"at the top of the screen is a white bar and on the left hand side of it is a back button","in the center of the white banner at the top is s symbol or brand icon","just under the white banner is an illustration of one of the characters","under the illustration is a character profile in text format in the central area"
"app logo in the middle top","a camera button and three dots menu on the top right","five esagonal buttons in the bottom blend pip font blend pro type face","android standard navigation bar in the bottom"
"the top left corner of this screen displays the name of the app","the center of the screen displays six large buttons with various app content to explore","the bottom center of this screen displays a clickable text link to donate and buy the pro version of the app",""
"in the top of screen there is back button beside it there is logo for app and title of app is register household","in the center of screen there is email address text area where user have to enter email address below it there is text area for set password below the password","below the repeat password there is option for selecting option for email updates user have to mark it for yes below it there is another check box for terms of","in the bottom of screen there is later button for skip it or finish button for submit"
"at the top right of the page there are buttons to access a search feature or open an options menu","below in the top center of the screen is a search field which will accept an area or zipcode and contains a button to allow the app to use location","below the search bar in the center of the screen are options to choose a category of places including restaurants cafes takeaway restaurants bakeries restaurants saved by the user and","below the place type field is a list of places recently viewed by the user"
"in the middle of the screen there is text describing the purpose of the beacon notifications","at the bottom of the screen there are two buttons","the button in the bottom left declines to use beacon notifications and the button on the right accepts the use of beacon notifications",""
"there is a google plus icon on the top row in the center that allows the user to share to google plus","there is an email icon on the bottom row in the center that allows the user to share via email","the continue icon in the center allows the user to go forward","the close icon in the center allows the user to go backwards"
"top right of the the shows social interactions","top of the screen shows the name of the application","middle of the screen are several options to play the game","bottom left of the screen is a volume button"
"in the top left corner is a back button which allows the user to go back to the previous screen","in the top right corner is the settings menu which allows the user to change the settings within the app","to the right of the back button is the share button which allows the user to share the photo","in the bottom left hand of the screen is the download button which allows the user to download the image"
"the top of the page has title bar with filter button on left corner","there are fields for entering email and password of the user to log in","a login button is placed just below the fields","button to log in with facebook is shown just below the login button"
"in the center of the screen there is an option to accept the chosen ringtone or cancel","on the top left of the screen there is an arrow option to allow the user to back to the previous page","to the right of the arrow there is a search bar that allows the user to search for a specific audio recording","on the bottom of the screen the audio bar indicates which audio clip is playing"
"at the top left corner there is an arrow mark which can be clicked to go to the previous page","at the top center there is a label called select your store","below the label there is a search box on which you can enter the name of the store","below the search box there is a display of many stores"
"the top blue icon row allows the user to sign in","the bottom icon in the top center allows the user to create an account","the third row allows the user to continue without an account",""
"in the top of the field there is a first value field where user can type the first number","below to the first value field there is field where user can enter their second number","in the result first field gives the value of gcf for the given number to the user","next to the gcf field there is a lcm field user can get the lcm value"
"in the screen to the left we have the test tab","in the screen to the top right we have the road signs","in the screen to the middle left we have the question bank","in the screen to the middle rght we have the section tab"
"the middle of the screen shows a prompt to rate a map app or not","","",""
"the record score is shown in the center of the screen","the top right also displays the records","there is volume button little away from the topmost right side","complete button is placed at the bottom of the screen"
"in the center of the screen there is a scrolling list of albums in two columns","in the top right corner there is a setting option where user can their informatiow","near to setting option there is a add option where user can add photos or albums","near to the add option have a earch button that the user can click to begin searching for photos and albums"
"there is an image displaying the app name near the top of the screen and two text fields in the center for inputting your email address and password","there is also a login button on the right for logging into the app with the credentials you entered","",""
"at thr center of the screen there is a popup with a label known as choose photo from","there are two options below the label namely gallery and camera","you can click any of these two options to select the photo","at the bottom of the screen there are many options such as new photo adjust finalize clear etc"
"in the middle of the screen is an information box this allows the user to learn more about the app","below the information text is the update now button which allows the user to update their app","",""
"user can provide input keyword to search on play store","this screen will provide the search result","user can download the application from the play store","user can go back to the previous screen by click on back arrow"
"in the top of screen there is some option for sharing in mail or edit it or view as a pdf or setting button for more option","in the left side of screen there is black slide","center of the screen is blank","in the bottom of screen you can add more slide or attachment"
"the center line allows the user to enter their email","the center right icon allows the user to send password","the icon next to the center right icon allows the user to cancel",""
"there is a back button at the top left of the screen","there is a help button at the top right of the screen","there is an image of an electric razor in the middle of the screen",""
"in the center of the screen is a text heading giving steps on how to optimize a route using the app","below the heading is an excerpted image from the app circling the optimizer button","at the top left of the screen is a text heading indicating which tip the user is currently viewing","to the far right of the tip heading are buttons to navigate between tips in the tutorial"
"the green button at the bottom of the screen can be clicked and will allow the user to sign up for a free trial of the app","the text at the top of the screen advertises the app to the user","the text in the middle of the screen suggest an app that might appeal to the user","the gray bar at the top of the screen above the text tells the user the name of the app"
"in the top left hand corner there is a button that the user can click to take them to the previous screen","in the top right hand corner have the setting option where user can use to change their information","near to the setting option there is a refresh button where user can refresh the page","near to the previous button there is a drop down button where user can change the list of ringtones"
"in top right corner there is a setting option is placed where user can change their settings","right of the setting option there is a share option where user can share","in center of the screen there are many wallpapers are present","in top left corner there is a icon for wallpapers"
"the top left icon allows the user to go backwards","there is a share icon at the top right that allows the user to share the blog","the arrows at the top right allow the user to go back and forth between articles",""
"near the top of the screen you can see a menu icon in the top left along with a picture of a potential listing","beneath the top picture with the menu icon there are a series of different listings along with brief descriptions","beneath the series of listings there are a set of japanese characters describing the application","beneath the description of the application there is a search bar with japanese characters filling the dialog box"
"in the upper left there is a back arrow to return to the previous screen","in the lower right of the upper section there is a down arrow to scroll through the text profile","in the lower left there is a button to view marcuss recipes","in the lower right there is a button to view marcuss folio"
"below the screen shows duration of the audio and the speed of the audio which helps the user to know about the details of the audio precisely","at the top center of the screen shows a music icon which helps the user to see other musics the user have and play them","the replay button situated on the left side of the screen plays the same audio again","the pause speed up buttons helps the user to pause the audio or speed up the audio"
"the center of the page has details of terms of use","the top left of the screen has label terms of use","ok button is provided at the bottom of the page",""
"the bottom of the screen has start the tour button which user can click to get overview of the application","links to other pages are set as circles below the start tour button","skip introbutton is shown at the bottommost part of the screen","the top of the page has a text block about the perks"
"in the middle of the screen is a large yellow button labeled next which if pressed allows the user to progress to the next stage","above the next button are two options located centrally which the user can choose from currently wholesale is highlighted","directly above the next button is a message for the user pointing out that they can change their preferences in account settings","at the top of the screen and in the center is the text personalize which is an indicator to the user that they choose or tailor the preferences"
"there is a text view at the top left of the screen with a title for the screen","there are four tabs at the top of the screen that can be selected to write about different characters in a story or rpg","there is a menu button in the top right hand of the screen","there is a button for sending email at the bottom right of the screen"
"the blue button at the bottom allows the user to begin the process of setting up facebook mentions","","",""
"at center a set of buttons contains text in various typography","","",""
"in the top left is a back button which returns the user to the previous screen","at the top in the middle is a textview which describes the theme of the images below","below the textview are two images which match the theme",""
"in the middle of the page there is a picture giving a rough overview","below the picture there is a textbox explaining the app","below the textbox in the center theres two dots that let you know youre on the second of two pages","to the right of the dots there is a done button"
"in the top left corner have a previous button where user can go to previous page","in the center of the screen is a text field where the user inputs their confirmation number","below that confirmation number have a text field where the user inputs their passenger last name","below that passenger last name have a find my trip button where user can use to find the location of trip"
"on the top left corner there is a back option","on the top left there is a video heading name in mp4 file","on the top right there is a read option","from top to bottom there is a video with video controlling options on bottom"
"at the top of the screen is a battery indicator which suggests that the battery is at zero percent","at the bottom of the screen are three icons evenly spaced out one is a plus button one an up button and the very first is unrecognizable","two thirds of the way down is a large blue speaker icon in the center","just above the speaker icon is a funnel shaped diagram which seems to illustrate the path taken by light or sound within the funnel delimiter"
"in the center of the screen is a text field where the user inputs their email address or phone number","below that there is a log in button where user can log in to their account","below the log in button is a link the user can use to recover their email","below that link have a few language the user can select to change language settings"
"there is a share button at the top right where the user can share the article","the top left icon allows the user to go backwards","the top right icon with three dots allows the user to gain more information",""
"in the top right hand corner is a refresh button","in the center of the screen and in the foreground is a dialog box where the user can choose a social media interaction method by clicking a radio button","just above the dialog box is the date and time and some misunderstood text","just under the dialog box is a video thumbnail with a big play button if the user wishes to watch it"
"in the top left there is a back button to return the user to the previous screen","the middle of the screen has different organizing methods for the spreadsheet","the top right of the screen has a menu button for the user to navigate","the top middle of the screen has a text field for the user to add to the expense report"
"on the top left there is a cross option","in the middle there is a filling form of email or phone and a password","on the upper bottom there is a log in option","on the bottom there is a create new and not now options with some language options"
"at the top left hand corner there is an arrow button for users to exit out of the form","near the top center there is a picture icon for users to upload their profile photos","toward the bottom there are text boxes where users can type in a password and username for a new account","there is a popup window for users to select whether to take a profile photo with camera or to upload a photo from the library"
"the top portion of the screen list out steps to follow in order to download the qr code reader app","there is a bar code icon at the bottom of the instructions for the user to scan","there is also a qr code picture at the bottom of the instructions for the user to scan","there is a banner advertisement on the top of the screen the advertisement has an orange learn more button for the user to click and learn about enterprise grade storage"
"the title and the logo of the app is displayed at the top of the screen","in the middle of the screen the description text is displayed","the bottom of the screen slide navigator buttons are provided that allows user to jump to any particular slide","the banner image of the app is displayed in the background of the screen"
"there is a dial in the center of the screen with the number of degrees in green at the center","there is a fan speed icon in the bottom left","there is a power button on the bottom right","the room in question is on the top in a red box"
"on the top left corner there is a back option","from top to middle there is a image of a woman","on the bottom there are some color and size selection options like black blue mint etc","on the bottom there is a submit button"
"in the center there is a dialog box asking the user to rate his experience","in the top right corner of dialog box a button is given to close the dialog box","in the dialog box there are five buttons in the shape of stars for submitting review","in the background there are three buttons in the top right corner for settings and store"
"on the top there is a heading frontline with learn more option","in the middle there are four form filling for tittle artist album and album artist","in the middle there is a ok button","on the bottom there is a convert option"
"in the top left is a button to return the user to the previous screen","in the top right there are three buttons to create new video to change size of text and to share stories","below the buttons at the top a list of stories to explore is loading",""
"there is a cross button with an information option on the top right corner","there is a heading on the upper middle pollfish","on the middle there is a amazon gift card logo","on the upper bottom there is a take survey option with terms and conditions in the bottom"
"top of the screen daily notification check box is given for set the notification","top of the screen set the notification time link is given","",""
"there are three buttons under the main image of sample wallpaper","the first lets you view other images while the second returns to the previous wallpaper image","the third shows more information about the app",""
"at the top left corner there is an arrow link button which can be used to go back to the previous page","next to the arrow mark there is a label called as ip one hundred twenty eight two hundred thirty nine one hundred eighty four thirteen","below the label enter a name field is displayed","below the enter a label field ip address and other info is displ"
"the top of the screen is the video of the forecast","below the video is a title and description of the video","below that is another description of a new video","below the new video description is the video"
"to the top left hand corner of the screen is a back arrow button for the user to return to the previous menu","beside this button is an option spinner with which the user can change the currently displayed article","to the top right hand corner of the screen is a refresh button to reload the currently displayed article and an option overflow button for the user to access further",""
"below the navigation bar there are folders or albums of images that are stored on the phone you can tap on them to explorer the folder album content","the search button in the top right allows you to search for a specific image","the camera button allows you to take one more photo to add to your library","you can click the three dots hamburger button to change modes sort and adjust settings"
"the top bar is a search bar in which the user can search the app","to the top right of the screen is a drop box menu that the user can navigate the app","the popup in the middle informs the user that the browser has stopped","bottom left of the screen is a home button that take the user home in the app"
"to the top right hand corner is a sort menu button so the user can sort the list of locations according to their preference","below the title bar is a search function comprising a text input field where the user can type a location to be identified and a search button to execute their","in the center of the screen is a scrolling list of locations which may be selected by the user to confirm the location they would like to display",""
"there is an arabic description on the top written in white","there are four books to choose from","the user may scroll on the bottom where there are several dots","there is a black home button on the bottom"
"in the center there are two text fields to enter email and password","below the text fields the login button is available","below the login button there is option to recover password","in the bottom there is a language change option"
"in the top left corner is a back button which allows the user to go back to the previous screen","in the top middle hand of the screen is the search field which allows the user to search a specific country","in the middle of the screen are the country options which allows the user to choose a country",""
"in the top left corner have a previous button where user can go to previous page","in the right side corner have a shopping cart where user can use it to put their buying products","near to cart there is a search button where user can click to begin searching for products","for each products there are detail and price of the products under the product name to user can buy best product"
"the bottom blue center icon allows the user to log in with facebook","below the blue icon in the center the user can access their account with their email","the top right icon allows the user to skip the screen","the bottom two dots in the center allow the user to swipe to the next page"
"the top left of the screen is an exit button to take away the overlay","the top space is for users to input an email or phone number","under the email space is a password bar to access the app","the bottom bar is a log in button to access the app"
"in the top left of the screen there is a button which closes the guide section of the application","below the task bar is text and a diagram explaining how to use the application and giving a link to view the application on facebook","",""
"you are required to enter your email and password of six twenty characters directly beneath the sites name","there is also located on the right edge of the page beneath password a forgot password for you to click on if you cant remember your password otherwise you can","scrolling down a little further you have a register button or other indicator","the other suggests you can choose to log in with either facebook or your mobile number these buttons are blue and saffron respectively"
"in the middle of the screen a popup is displayed","the popup is displayed with a label","the label is displayed as time","below the time label few options are displayed you can choose your desired option"
"on the top left corner there is a back option","on the top right corner there is a share option and a love button","in the middle there is a image","after image there are some text and email and call option on the bottom"
"the button in the top right of the screen allows the user to rate the app","the pictures on the left of the screen allow the user to preview the final product before starting","the text boxes next to the pictures tell the user three different kinds of information what character is being drawn the difficulty in drawing said character and how many steps","a back button is located in the top left corner of the screen meant to go back to possible different categories of characters"
"tells you how to reset your password","shows you where to login if you do not need to reset","gives you help information on how to contact a support team","red higlighted words are inks to go to certain areas"
"in the middle of the page and in a new window is a cancel button this allows the user to cancel their actions","to the right of the cancel button is a purchase button this button allows the user to confirm the purchase of points","behind the popup window and near the top of the screen is a 500xp button this allows the user to purchase five hundred points","below the five hundred points button is a one thousand points button this allows the user to purchase one thousand points"
"in the center is a scrolling text document explaining how to use the mod","below the scrolling text is a button to advance to the next page","",""
"in the right top of the screen shows cancel button the user can use to erase all the given numbers","left side of the cancel button there is a left arrow placed the user will cancel the number from right to left","below the cancel button there is a addition button placed the user can used to perform addition","below the addition button there is a minus button placed the user can used to perform minus"
"the bottom of the screen is where users can go to look at wallpapers","the balloon ad to the right allows users to go to the ad that is advertised","the picture in the center shows users what the app looks like","the icon at the far top left means the app has been downloaded"
"the form of the app asks the user to type the email and password of the user","the two boxes helps the user to sign up either by google or by facebook","below the form shows the terms and privacy which helps the user to know the rules and regulations to use the app","at the top left corner of the screen shows a arrow mark which takes the user back to the previous screen"
"the page has legal information for the user to go over to know their rights with the app","the top of the page informs the user what this page is and what the definitions are","the first point is the scope of license which has four sup points for the user to read","at the bottom right of the screen is a button to accept the terms if the user so chooses"
"in top left corner there is a menu option where user can view all menu","in top right corner there is a setting option where user can change their settings","left of the setting option there is a search option where user can search the videos","in bottom right corner there is a play option where user can play videos"
"in the top right of the screen is a drop down menu with links allowing the user to rate the app or see more apps","below is a text box allowing the user to enter the amount of gold or elixer and a button to perform a calculation based on that","in the center of the screen is an advertisement with a button in the lower right corner allowing the user to sign up for the advertised service","at the bottom of the screen are two text boxes allowing the user to enter the amount of dark and a button to perform calculation based on the amount"
"in the middle you can select from pre written phrases","on the right side you can favorite phrases","in the top right you can view a phrasebook","you can listen to phrases in the bottom right"
"in the center is a two column grid to display the most recent searches","above the recent searches in the center is a button to search by make and model","above the make and model button is a button to search by body type","above the body type button is a text field to search within a particular city"
"there is one mobile number","below that is another mobile number","below that is an email","below that is a physical address"
"the first button is placed at the top of the scrollable screen his function is to set the dimensions of text","the second third and foruth buttons consecutively are under the first his functions is for abilitate disabilitate notifications and enable or not the rapid lecture","the button under the fourth is meant to clean the cache of the applications under this button we can find the share buttons share buttons allow us to share something","under the share section we can find four buttons in succession the first is meant for update and view the applications version the second describe who are the creator of"
"the screen has a check box on the right to indicate preference for allowing the app to collect anonymous usage data","the text to the left of checkbox explains the users choice","selecting the button means that anonymous usage data may be sent","the remainder of the screen is blank"
"in the right side corner have a setting option to change the user required information","in the right side near to setting option there is a search button that the user can click to begin searching for audio","in the right side near to search button have a profile button where user to open there account","in the bottom of the screen have a virtual keypad where user to type a text"
"on the top left side of the screen is a trending button which users can click to see new popular music","in the top right hand corner of the screen is a magnifying glass that allows users to look up and artist or song","in the top half of the screen and in center of the screen is an icon that allows users to see the song they are listening to","in the center towards the right is a button that allows users to like the playlist"
"in the top of the screen there are three buttons in the shape of an icon representing the configuration of the app on the left sharing the content of the","the bottom of the screen there are two buttons to zoom and check the time","the majority area of the screen is an empty rectangle divided with red lines into four rectangles",""
"at the top of the screen is a bar for entering a room id","to the right of the screen is a menu tab","in the center of the screen is a reminder for the next meeting","at the bottom right of the screen is an add tool"
"at the top of the screen you can hit the left arrow to move back a step","towards top of screen are four boxes with four choices you need to select one to continue","bottom of screen has a text box telling you to select a choice","top says there is some problem with your data check the form"
"at the top of the screen there is a portrait photo of the dietician under which there is information about the dietician","under the information about the dietician there is a button to purchase a consultation token","under the button to purchase a consultation token there is a button to send order number to support","under the button to send order number to support there is a button to visit the website of onelife2care dot com"
"in the top right hand corner is an icon for music which the user might be able to click on","at the top of the phone is a title for the app with the duration underneath","in the middle of the screen is a set duration dialogue box where the user can adjust the time interval","at the bottom of the screen are four icons all in one single row which include a play button and a timer button"
"the lower center of the screen features a large round button indicating that this app may play something","the upper left corner of the app screen features and icond of five small yellow stars surrounding a larger yellow star overlying a purple circle with no information regarding the","there are no buttons or information regarding this app in the upper right of the app screen","there are no buttons or information regarding this app in the lower left and right of the app screen"
"the top left icon allows the user to access the menu","the center provides the user with a news article","",""
"on the top the is a heading called wedding makeup salon","in the middle there is a photo of bride and a groom","in the middle there is a play option","on the bottom left there is a rate us option"
"in the center is a button to sign up with facebook","below the facebook button is a button to sign up with email","below the email button is a link to log in to the app",""
"in the center of the screen shows text field the user can used to enter the name and password","under the text screen placed a forgot password link where the user can recover the password","right side of the forgot link there is a register link placed by using this user can register their information in discover","bottom of the screen to shows the log in page where the user to used a discover"
"in the center of the screen is a window with two buttons to either reset options later or reset options now","","",""
"in the middle of the screen a popup is displayed","the popup is displayed with a label called change step checking date","at the top current date and year is displayed","below the date a calender is displayed"
"in the top right corner there is a logo of indigo account","in the top left corner there is a option button with three dots where a user can post their feedback","below the option button there is a label where user can login their indigo account","below the loginbutton there is a label where user can register their indigo account"
"bottom of the screen like option is given for like the video","bottom of the screen rating option is given","",""
"at the top of the screen there is the icon of the app","below the icon there is a text forgot password","below the forgot password text there is a textfield to enter the email","below the email component there is a submit button"
"text in the top half of the screen describes app functionality","a photo behind the text covers the entire screen","four dots at the bottom center of the screen represent four pages to progress through",""
"directly above the map is a field for the user to search for stations","","",""
"in the center there is a button called play to start playing the game","below the play button there is a button to control background music of the app in the left","in the center i e right to music button there is a button to control the sound effects","on the right most there is a button with letter r written on it"
"the center green icon allows the user to select and proceed","the icon below the large green icon allows the user to select that they want to sign in","",""
"the middle of the screen has buttons for the user to select current of previous maps","","",""
"the first row in the center allows the user to select sexual content","the second row in the center allows the user to select infringes copyright","the third row in the center allows the user to select hateful or abusive content","the fourth row in the center allows the user to select spam website"
"the first row in the center allows the user to select popular","the second row in the center allows the user to select to continue","the third row in the center allows the user to share with friends","the fourth row in the center allows the user to access more apps"
"the user can enter the name and mobile number of recipient via the input box or add recipient from address book","the user can set delay time for the call through drop down scrolling bar and manually set multiple message through input boxes","the user can click the red button at the bottom of the page to save the setting and move on to another page",""
"there is a text area in the center displaying protection details for the phone","there is also a back button in the top left above the text area and a drop down menu with more details in the top right","",""
"at the top of the screen the user can input personal information like email","in the middle of the screen is a date of birth input","on the left of the calender popup is a date scroll","on the right is a calender that corresponds with the inputs from the left"
"in the center theres a dialog box showing connection is loading between phone and watch","in the dialog boxs bottom right corner theres a button to skip the process","in the background a watch logo is shown along with a request to connect your watch","in the bottom of the background there is button which user can click if his watch is not shown on bottom right corner of there is a button to refresh"
"at the top left corner there is a label called as shimeji store","shimeji store is the name of the application","at the top right corner there is a link button called as credits","at the center of the screen there is a popup displayed with a label known as adding to database with a progress percentage"
"the middle of the screen shows the description of the application","at the bottom of the description there is a button for the user to close the description screen","at the bottom right of the screen shows the user the multitask screen of files opened","at the bottom left of the screen make the user to close the app"
"at the top center a label is displayed as menu","below the label two link buttons are displayed namely play and help","below these link buttons another link button called new tournament is displayed","you can choose your desired option"
"in top latest date are shown","in top of the screen ten dec two thousand sixteen are placed and it show aishwarya weds parijat","in top of the screen thirteen dec two thousand sixteen are placed","in top of the screen twenty four nov two thousand sixteen are placed"
"in the top left there is a burger icon to bring up the menu to go to other areas of the app","in the top right there is a shopping cart icon to go to the users shopping cart","in the top right next to the shopping cart there is a magnifying glass to search for an item in the store","in the center of the screen is the privacy information of the app"
"the top line in the center allows the user to enter their username","the bottom line in the center allows the username to enter their password","the right center icon allows the user to sign in","the bottom right icon allows the user to view privacy"
"at the top of the screen and to the left there is an arrow pointing to the left where a user can go back to personalized messages","below the top green bar there is another green bar below it for a user to push on in order to pick a contact","",""
"in top right corner there is a setting option is placed where user can change their settings","left of the setting option there is a search option where user can search images","in bottom left corner there is a previous option where user can go to previous","in bottom right corner there is a next option where user can go to next page"
"in the center of the screen there is a start button allowing the user to create an account","just below the start button there is a button allowing the user to log into their already existing account","in the top right of the screen there is a menu button that will allow the user to navigate the app quickly and easily","below the login button is a link to the privacy statement and an explanation of the fees and payments associated with the account"
